ID,Geslacht,Leeftijd,Cijfersoort,Perioden,Rokers_1,ZwareRokersOnderBevolking_2,ZwareRokersOnderRokers_3,DagelijkseRokers_4,SigarettenPerDagPerPersoonBevolking_5,SigarettenPerDagPerRoker_6,RookjarenHuidigeRokers_7,RookjarenExSigarettenrokers_8,StopjarenExSigarettenrokers_9,DrinktGeenAlcohol_10,ZwareDrinker_11,OvermatigeDrinker_12,PerPersoon_13,PerDrinker_14,OpgegevenLengte20JaarOfOuder_15,KleinerOfGelijk152Cm_16,k_153Tot158Cm_17,k_158Tot163Cm_18,k_163Tot168Cm_19,k_168Tot173Cm_20,k_173Tot178Cm_21,k_178Tot183Cm_22,k_183Tot188Cm_23,k_188Tot193Cm_24,k_193Tot198Cm_25,GroterOfGelijk198Cm_26,OpgegevenGewicht20JaarOfOuder_27,LichterOfGelijk47Kg_28,k_48Tot53Kg_29,k_53Tot58Kg_30,k_58Tot63Kg_31,k_63Tot68Kg_32,k_68Tot73Kg_33,k_73Tot78Kg_34,k_78Tot83Kg_35,k_83Tot88Kg_36,k_88Tot93Kg_37,k_93Tot98Kg_38,ZwaarderOfGelijk98Kg_39,Ondergewicht_40,NormaalGewicht_41,Overgewicht_42,MatigOvergewicht_43,ErnstigOvergewicht_44,GebruikAnticonceptiepil16Tot50Jaar_45,CervixUitstrijkjeVrouwenOuderDan19_46,MammografieVrouwenOuderDan29_47,PSATestMannenOuderDan39_48,Griepvaccinatie16JaarEnOuder_49,WoonWerkOfWoonSchoolVerkeer_50,WerkzaamhedenOpWerkOfSchool_51,HuishoudelijkeWerkzaamheden_52,Vrijetijdsactiviteiten_53,TotaalSportbeoefening_54,GemiddeldAantalMinutenVoetbal_55,GemiddeldAantalMinutenTennis_56,GemiddeldAantalMinutenZwemmen_57,GemiddeldAantalMinutenFitness_58,GemiddeldAantalMinutenOverigeSporten_59,TotaalLichamelijkeActiviteitPerWeek_60,LichtInspannendeActiviteitPW_61,MatigInspannendeActiviteitPW_62,ZwaarInspannendeActiviteitPW_63,VoldoenAanNormGezondBewegen_64
54,1100 ,60500,2,2012JJ00,0.9,0.5,1.8,0.9,0.1,0.4,0.3,0.3,0.4,1.1,1.0,0.8,0.0,0.0,0.2,0.2,0.3,0.5,0.7,0.8,0.8,0.8,0.8,0.5,0.4,0.3,0.3,0.1,0.2,0.4,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.5,0.7,0.2,1.1,1.1,1.0,0.7,1.2,1.5,1.6,1.0,0.9,7.0,30.0,25.0,14.0,6.0,1.0,1.0,1.0,3.0,4.0,38.0,35.0,23.0,3.0,1.5
55,1100 ,60500,2,2013JJ00,1.0,0.5,1.7,0.9,0.1,0.4,0.2,0.4,0.4,1.1,1.0,0.8,0.0,0.0,0.2,0.2,0.3,0.5,0.7,0.9,0.8,0.9,0.8,0.6,0.4,0.3,0.3,0.1,0.3,0.5,0.6,0.7,0.7,0.7,0.8,0.7,0.6,0.6,0.7,0.2,1.1,1.1,1.1,0.7,1.3,1.5,1.7,1.2,0.9,7.0,30.0,23.0,14.0,7.0,1.0,1.0,1.0,4.0,5.0,39.0,35.0,24.0,4.0,1.5
56,1100 ,16250,1,2010JJ00,31.3,7.9,25.3,26.5,3.9,12.6,35.1,16.7,19.2,15.6,9.8,8.3,1.1,1.4,174.3,1.0,2.9,7.5,14.5,18.9,15.5,17.1,13.7,5.8,2.4,0.7,78.3,0.5,2.0,3.9,9.2,9.3,12.3,11.5,14.8,11.7,7.9,6.8,10.1,1.3,46.8,51.9,40.0,11.8,,84.5,78.9,17.0,,53.0,1044.0,686.0,464.0,145.0,5.0,9.0,5.0,39.0,88.0,2393.0,1787.0,566.0,39.0,53.1
57,1100 ,16250,1,2011JJ00,31.6,8.2,26.1,27.0,3.9,12.3,35.0,16.5,19.2,16.5,10.4,9.2,1.1,1.3,174.5,1.2,3.0,6.9,13.4,19.8,15.9,16.8,13.6,5.9,3.2,0.4,79.6,0.4,1.6,4.1,7.5,8.8,12.9,10.7,12.4,12.2,9.5,6.7,13.3,1.1,42.6,56.2,40.4,15.9,,83.4,84.6,18.1,,55.0,1071.0,634.0,450.0,147.0,4.0,6.0,5.0,35.0,98.0,2358.0,1679.0,641.0,38.0,56.5
58,1100 ,16250,1,2012JJ00,27.1,6.2,23.0,22.5,3.0,11.2,35.2,17.4,18.4,13.8,11.9,11.1,1.1,1.2,174.6,0.8,1.7,8.7,12.8,18.6,17.1,17.9,13.8,5.6,2.4,0.6,78.8,0.4,1.4,3.6,7.9,10.8,13.2,11.4,14.1,11.9,8.7,6.3,10.4,1.1,46.8,52.1,38.0,14.1,,82.7,77.0,14.9,15.9,103.0,1471.0,736.0,466.0,132.0,4.0,9.0,4.0,36.0,80.0,2908.0,2220.0,642.0,45.0,45.3
59,1100 ,16250,1,2013JJ00,28.6,6.9,24.1,24.4,3.4,11.8,35.1,17.9,17.4,14.1,15.1,11.4,1.2,1.4,174.9,0.5,2.1,7.8,13.0,20.3,14.4,17.5,15.0,5.7,2.4,1.2,79.3,0.1,1.1,4.2,6.8,10.1,12.0,13.4,13.0,11.0,11.4,6.7,10.2,0.6,43.9,55.5,43.4,12.1,,82.1,81.9,11.1,14.5,110.0,1375.0,773.0,485.0,146.0,5.0,15.0,5.0,44.0,76.0,2889.0,2167.0,667.0,55.0,47.4
60,1100 ,16250,2,2010JJ00,1.4,0.8,2.3,1.3,0.2,0.5,0.3,0.5,0.5,1.5,1.2,1.1,0.1,0.1,0.3,0.3,0.5,0.8,1.0,1.2,1.1,1.1,1.0,0.7,0.5,0.2,0.4,0.2,0.4,0.6,0.9,0.9,1.0,1.0,1.1,1.0,0.8,0.7,0.9,0.3,1.5,1.5,1.5,1.0,,2.1,2.4,2.2,,4.0,42.0,29.0,20.0,11.0,2.0,2.0,1.0,5.0,9.0,52.0,45.0,26.0,5.0,2.2
61,1100 ,16250,2,2011JJ00,1.4,0.8,2.4,1.4,0.2,0.5,0.3,0.5,0.5,1.6,1.3,1.3,0.1,0.1,0.3,0.3,0.5,0.8,1.1,1.3,1.2,1.2,1.1,0.7,0.6,0.2,0.5,0.2,0.4,0.6,0.8,0.9,1.1,1.0,1.0,1.0,0.9,0.8,1.1,0.3,1.6,1.6,1.6,1.2,,2.3,2.2,2.4,,5.0,49.0,27.0,20.0,11.0,1.0,1.0,2.0,4.0,10.0,58.0,53.0,31.0,6.0,2.3
62,1100 ,16250,2,2012JJ00,1.4,0.7,2.5,1.3,0.2,0.5,0.3,0.6,0.6,1.5,1.4,1.4,0.1,0.1,0.3,0.3,0.4,0.9,1.1,1.2,1.2,1.2,1.1,0.7,0.5,0.2,0.5,0.2,0.4,0.6,0.9,1.0,1.1,1.0,1.1,1.0,0.9,0.8,1.0,0.3,1.6,1.6,1.5,1.1,,2.3,2.6,2.2,1.6,13.0,46.0,34.0,22.0,10.0,1.0,2.0,1.0,5.0,8.0,59.0,53.0,33.0,5.0,2.2
63,1100 ,16250,2,2013JJ00,1.4,0.8,2.5,1.3,0.2,0.6,0.3,0.6,0.6,1.5,1.5,1.4,0.1,0.1,0.3,0.2,0.5,0.9,1.1,1.3,1.1,1.2,1.1,0.7,0.5,0.4,0.5,0.1,0.3,0.6,0.8,1.0,1.0,1.1,1.1,1.0,1.0,0.8,1.0,0.2,1.6,1.6,1.6,1.0,,2.4,2.3,1.9,1.6,12.0,43.0,33.0,21.0,11.0,2.0,5.0,1.0,5.0,9.0,56.0,49.0,31.0,8.0,2.1
64,1100 ,53900,1,2010JJ00,24.6,5.9,24.2,20.8,2.9,12.0,41.5,20.0,22.6,15.9,11.1,10.1,1.2,1.4,173.1,0.8,3.1,8.7,16.7,20.3,15.4,17.9,11.8,3.9,0.7,0.7,79.0,0.2,1.0,3.6,6.9,9.4,14.7,12.9,14.6,10.6,9.2,6.4,10.5,0.6,40.5,58.9,43.3,15.5,,72.1,91.3,31.3,,27.0,638.0,694.0,527.0,136.0,1.0,10.0,5.0,31.0,87.0,2022.0,1160.0,523.0,339.0,72.4
65,1100 ,53900,1,2011JJ00,26.1,6.7,25.7,23.2,3.0,11.5,41.6,20.8,21.7,17.3,10.9,10.1,1.2,1.5,172.9,0.8,3.4,9.1,15.3,20.9,17.1,16.3,11.1,4.4,1.3,0.1,78.2,0.2,1.4,4.1,8.3,8.9,15.1,12.9,14.5,9.6,9.3,5.9,9.8,0.7,43.1,56.2,42.1,14.1,,71.3,86.6,29.6,,43.0,740.0,707.0,527.0,134.0,1.0,10.0,4.0,33.0,87.0,2151.0,1235.0,560.0,357.0,72.7
66,1100 ,53900,1,2012JJ00,23.9,5.1,21.4,20.4,2.7,11.3,41.7,20.9,21.9,14.1,13.6,12.3,1.2,1.4,173.0,1.1,2.6,9.6,16.3,20.7,15.9,16.8,11.2,3.9,1.2,0.6,78.2,0.3,1.6,3.8,8.5,11.3,12.7,13.3,13.8,10.4,8.2,5.4,10.8,0.7,43.0,56.3,41.9,14.4,,73.8,91.3,31.1,37.3,95.0,952.0,779.0,599.0,122.0,2.0,11.0,5.0,29.0,76.0,2547.0,1463.0,792.0,292.0,77.1
67,1100 ,53900,1,2013JJ00,22.6,5.7,25.3,19.3,2.6,11.5,42.1,21.2,21.6,15.8,12.1,11.1,1.1,1.4,173.3,0.9,3.3,9.5,14.5,19.7,17.3,16.6,11.0,4.6,2.1,0.4,78.4,0.5,1.2,4.0,8.2,10.1,13.6,12.6,14.1,10.0,9.4,6.1,10.2,1.2,42.5,56.3,41.1,15.2,,73.1,87.0,34.1,33.5,91.0,1005.0,801.0,608.0,124.0,3.0,9.0,5.0,33.0,74.0,2629.0,1485.0,837.0,307.0,77.3
68,1100 ,53900,2,2010JJ00,0.9,0.5,1.9,0.9,0.2,0.6,0.3,0.4,0.4,1.1,1.0,0.9,0.0,0.0,0.2,0.2,0.4,0.6,0.8,0.9,0.8,0.8,0.7,0.4,0.2,0.2,0.3,0.1,0.2,0.4,0.6,0.6,0.8,0.7,0.8,0.7,0.6,0.5,0.7,0.2,1.1,1.1,1.1,0.8,,1.9,1.2,2.0,,2.0,27.0,22.0,17.0,8.0,1.0,2.0,1.0,3.0,7.0,37.0,29.0,19.0,12.0,1.4
69,1100 ,53900,2,2011JJ00,1.0,0.6,2.0,1.0,0.2,0.4,0.3,0.4,0.4,1.2,1.0,1.0,0.0,0.0,0.2,0.2,0.4,0.7,0.8,0.9,0.9,0.9,0.7,0.5,0.3,0.1,0.3,0.1,0.3,0.5,0.6,0.7,0.8,0.8,0.8,0.7,0.7,0.5,0.7,0.2,1.1,1.2,1.1,0.8,,2.1,1.6,2.1,,3.0,34.0,25.0,18.0,8.0,0.0,2.0,1.0,3.0,7.0,42.0,34.0,23.0,14.0,1.5
70,1100 ,53900,2,2012JJ00,1.0,0.5,1.9,0.9,0.2,0.5,0.3,0.5,0.4,1.1,1.1,1.1,0.0,0.1,0.2,0.2,0.4,0.7,0.9,1.0,0.9,0.9,0.7,0.5,0.3,0.2,0.4,0.1,0.3,0.5,0.7,0.7,0.8,0.8,0.8,0.7,0.6,0.5,0.7,0.2,1.2,1.2,1.2,0.8,,2.0,1.3,2.1,1.6,9.0,33.0,25.0,21.0,8.0,1.0,2.0,1.0,3.0,7.0,44.0,35.0,27.0,12.0,1.4
71,1100 ,53900,2,2013JJ00,1.0,0.5,2.2,0.9,0.2,0.4,0.3,0.5,0.4,1.2,1.1,1.0,0.0,0.1,0.2,0.2,0.4,0.7,0.8,1.0,0.9,0.9,0.8,0.5,0.3,0.1,0.4,0.2,0.3,0.5,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.7,0.3,1.2,1.2,1.2,0.9,,2.0,1.6,2.2,1.6,9.0,34.0,26.0,22.0,8.0,1.0,2.0,1.0,3.0,7.0,46.0,34.0,30.0,14.0,1.4
72,1100 ,53925,1,2010JJ00,17.5,3.1,17.7,14.9,1.7,9.9,49.6,24.4,26.5,19.2,5.2,9.9,1.1,1.4,170.9,0.8,5.3,11.6,18.7,21.9,16.8,13.9,7.8,2.8,0.5,0.0,77.0,0.3,1.3,3.5,9.6,9.4,15.6,13.7,15.8,11.0,7.7,5.0,7.0,0.7,38.0,61.3,46.9,14.4,,26.4,88.0,41.2,,1.0,48.0,690.0,633.0,121.0,0.0,11.0,6.0,24.0,79.0,1492.0,656.0,449.0,387.0,70.7
73,1100 ,53925,1,2011JJ00,17.6,3.5,19.9,15.3,1.7,9.7,49.6,24.4,26.2,20.6,4.9,11.3,1.1,1.5,170.8,1.7,4.2,13.0,17.8,22.7,14.8,15.0,7.7,2.1,1.0,0.1,76.6,0.4,2.6,3.4,6.6,12.4,15.3,13.1,15.8,10.1,9.1,5.0,6.3,1.1,39.9,59.0,43.1,15.9,,27.3,83.4,45.7,,3.0,26.0,637.0,625.0,129.0,0.0,14.0,4.0,22.0,88.0,1418.0,589.0,437.0,392.0,68.5
74,1100 ,53925,1,2012JJ00,16.0,3.2,20.4,13.9,1.6,10.4,51.2,25.7,25.3,17.4,9.6,11.9,1.2,1.4,171.1,1.4,4.3,11.4,17.2,23.5,16.3,14.4,9.0,2.1,0.4,0.1,77.7,0.6,1.2,3.9,6.8,9.4,17.7,12.1,14.9,11.1,9.3,4.7,8.5,1.1,37.7,61.2,44.1,17.1,,25.6,87.2,44.0,69.3,81.0,159.0,803.0,718.0,126.0,1.0,10.0,14.0,27.0,74.0,1887.0,850.0,729.0,307.0,75.8
75,1100 ,53925,1,2013JJ00,16.6,2.1,12.8,14.0,1.4,8.5,50.3,25.2,25.8,15.5,8.6,10.6,1.2,1.4,171.6,1.5,3.0,10.2,17.7,22.5,17.3,16.8,7.4,2.5,0.8,0.1,78.0,0.3,1.6,3.9,7.3,10.3,13.3,14.2,14.2,11.4,9.6,5.4,8.5,1.1,38.3,60.6,43.8,16.8,,29.9,86.7,48.2,64.4,44.0,159.0,795.0,725.0,106.0,0.0,13.0,4.0,22.0,66.0,1830.0,832.0,693.0,304.0,76.8
76,1100 ,53925,2,2010JJ00,1.0,0.5,2.5,1.0,0.1,0.6,0.5,0.6,0.5,1.5,0.8,1.2,0.0,0.1,0.2,0.2,0.6,0.9,1.1,1.1,1.0,0.9,0.7,0.5,0.2,0.0,0.4,0.2,0.3,0.5,0.8,0.8,1.0,0.9,1.0,0.9,0.7,0.6,0.7,0.2,1.3,1.3,1.4,1.0,,2.4,1.7,2.7,,0.0,12.0,26.0,22.0,10.0,0.0,2.0,2.0,4.0,8.0,40.0,26.0,19.0,17.0,1.8
77,1100 ,53925,2,2011JJ00,1.1,0.5,2.7,1.0,0.2,0.6,0.5,0.6,0.6,1.6,0.9,1.3,0.1,0.1,0.3,0.4,0.6,1.0,1.1,1.2,1.0,1.0,0.8,0.4,0.3,0.1,0.4,0.2,0.5,0.5,0.7,1.0,1.0,1.0,1.1,0.9,0.8,0.6,0.7,0.3,1.4,1.4,1.4,1.1,,2.6,2.1,2.9,,1.0,7.0,30.0,26.0,11.0,0.0,3.0,1.0,3.0,10.0,45.0,27.0,21.0,19.0,1.9
78,1100 ,53925,2,2012JJ00,1.0,0.5,2.8,1.0,0.1,0.7,0.4,0.6,0.5,1.5,1.2,1.3,0.1,0.1,0.3,0.3,0.6,0.9,1.1,1.2,1.0,1.0,0.8,0.4,0.2,0.1,0.4,0.2,0.3,0.5,0.7,0.8,1.1,0.9,1.0,0.9,0.8,0.6,0.8,0.3,1.4,1.4,1.4,1.1,,2.4,1.8,2.8,1.9,17.0,19.0,31.0,29.0,11.0,1.0,2.0,4.0,3.0,9.0,52.0,31.0,33.0,19.0,1.7
79,1100 ,53925,2,2013JJ00,1.0,0.4,2.3,1.0,0.1,0.5,0.4,0.6,0.6,1.4,1.1,1.2,0.0,0.1,0.2,0.3,0.5,0.9,1.1,1.2,1.1,1.1,0.7,0.4,0.2,0.1,0.4,0.2,0.4,0.5,0.7,0.9,1.0,1.0,1.0,0.9,0.8,0.6,0.8,0.3,1.4,1.4,1.4,1.0,,2.5,1.8,2.7,1.9,8.0,18.0,30.0,28.0,9.0,0.0,3.0,1.0,3.0,8.0,49.0,30.0,28.0,18.0,1.6
80,1100 ,21600,1,2010JJ00,10.2,1.3,13.0,9.4,1.0,10.1,59.9,27.4,32.8,29.7,1.8,4.9,0.7,1.2,168.4,3.1,6.8,15.5,18.7,25.6,13.5,11.2,3.7,1.4,0.3,0.1,73.4,0.8,2.9,4.5,10.8,12.1,17.7,16.5,13.6,7.8,7.5,2.6,3.3,1.7,41.9,56.4,44.5,11.9,,6.6,29.5,40.6,,0.0,2.0,501.0,349.0,52.0,0.0,4.0,4.0,13.0,30.0,903.0,469.0,235.0,199.0,45.1
81,1100 ,21600,1,2011JJ00,10.5,2.0,19.1,8.9,0.9,9.2,60.5,28.1,33.0,29.8,2.3,5.5,0.7,1.2,168.6,3.5,5.7,15.1,21.9,23.7,12.5,10.6,4.8,1.7,0.5,0.0,73.4,1.4,3.1,5.3,11.6,11.3,16.9,13.5,14.7,7.9,6.6,3.6,4.2,1.7,44.8,53.5,40.4,13.1,,6.3,29.2,46.7,,0.0,3.0,569.0,423.0,49.0,1.0,6.0,2.0,12.0,27.0,1044.0,537.0,288.0,219.0,56.1
82,1100 ,21600,1,2012JJ00,8.8,0.8,9.6,7.4,0.7,8.2,60.5,28.2,33.3,27.9,6.0,6.3,0.8,1.2,168.5,2.6,7.8,15.9,19.9,21.2,14.2,11.2,5.9,1.5,0.0,0.0,73.6,0.8,2.7,4.4,11.3,13.1,17.8,14.3,15.0,8.3,5.4,2.3,4.6,1.3,42.4,56.4,42.8,13.6,,6.8,23.9,40.9,79.7,18.0,73.0,649.0,503.0,78.0,0.0,3.0,4.0,20.0,51.0,1321.0,666.0,487.0,168.0,56.1
83,1100 ,21600,1,2013JJ00,8.8,1.2,13.3,7.4,0.7,8.1,59.7,27.5,34.0,28.8,4.4,3.4,0.7,1.1,168.4,3.6,7.6,15.5,19.0,22.2,13.8,12.5,3.9,1.9,0.1,0.0,73.7,0.5,3.7,5.0,9.6,12.7,16.9,14.5,16.1,6.3,6.2,3.9,4.5,1.2,43.8,55.0,41.1,13.9,,8.7,22.0,44.5,75.1,27.0,86.0,611.0,440.0,71.0,0.0,6.0,3.0,19.0,43.0,1234.0,634.0,415.0,185.0,57.5
84,1100 ,21600,2,2010JJ00,0.9,0.4,3.3,0.9,0.1,0.9,0.7,0.7,0.7,2.0,0.6,1.0,0.0,0.1,0.3,0.6,0.8,1.2,1.3,1.4,1.1,1.0,0.6,0.4,0.2,0.1,0.4,0.3,0.5,0.7,1.0,1.1,1.2,1.2,1.1,0.9,0.9,0.5,0.6,0.4,1.6,1.6,1.6,1.1,,1.5,2.7,3.5,,0.0,2.0,28.0,21.0,7.0,0.0,1.0,1.0,4.0,6.0,41.0,26.0,16.0,15.0,2.2
85,1100 ,21600,2,2011JJ00,1.0,0.5,4.0,0.9,0.1,1.0,1.0,0.8,0.8,2.2,0.7,1.1,0.0,0.1,0.3,0.6,0.8,1.2,1.4,1.5,1.1,1.1,0.7,0.4,0.2,0.0,0.4,0.4,0.6,0.8,1.1,1.1,1.3,1.2,1.2,0.9,0.9,0.6,0.7,0.4,1.7,1.7,1.7,1.2,,1.5,2.9,3.8,,0.0,2.0,32.0,25.0,7.0,1.0,3.0,1.0,2.0,5.0,47.0,30.0,19.0,17.0,2.4
86,1100 ,21600,2,2012JJ00,0.9,0.3,3.3,0.9,0.1,1.0,0.8,0.8,0.8,2.1,1.2,1.2,0.1,0.1,0.3,0.5,0.9,1.2,1.4,1.4,1.2,1.1,0.8,0.4,,,0.4,0.3,0.6,0.7,1.1,1.1,1.3,1.2,1.2,0.9,0.8,0.5,0.7,0.4,1.7,1.7,1.7,1.2,,1.5,2.6,3.6,2.0,7.0,14.0,32.0,30.0,10.0,0.0,1.0,1.0,4.0,8.0,55.0,33.0,30.0,14.0,2.3
87,1100 ,21600,2,2013JJ00,0.9,0.4,3.8,0.9,0.1,0.9,1.1,0.8,0.8,2.1,1.0,0.9,0.1,0.1,0.3,0.6,0.9,1.2,1.4,1.4,1.2,1.1,0.7,0.5,0.1,0.0,0.4,0.2,0.7,0.8,1.0,1.1,1.3,1.2,1.3,0.8,0.8,0.7,0.7,0.4,1.7,1.7,1.7,1.2,,1.7,2.6,3.7,2.1,8.0,19.0,32.0,23.0,10.0,0.0,2.0,1.0,3.0,9.0,51.0,34.0,26.0,16.0,2.2
88,3000 ,10000,1,2010JJ00,28.4,6.0,21.3,22.1,3.0,10.5,25.2,17.9,18.9,17.5,15.5,10.6,1.2,1.5,180.8,0.1,0.0,0.8,2.9,11.1,17.0,26.7,22.6,11.1,5.7,2.0,83.8,0.1,0.2,0.8,2.1,5.1,10.4,13.3,17.7,15.4,12.7,8.6,13.6,1.9,52.1,46.0,37.2,8.9,,,,24.4,,58.0,1075.0,380.0,440.0,178.0,33.0,12.0,3.0,36.0,95.0,2131.0,1374.0,587.0,170.0,57.5
89,3000 ,10000,1,2011JJ00,29.2,5.9,20.4,22.5,3.0,10.2,25.6,18.4,18.7,16.9,15.8,11.0,1.2,1.5,180.9,0.1,0.2,0.9,2.6,11.4,16.6,25.9,23.2,11.5,5.9,1.8,84.0,0.0,0.2,0.4,2.1,4.6,10.7,13.1,17.6,15.9,12.9,8.4,14.1,1.6,52.5,45.9,37.1,8.8,,,,25.3,,58.0,1169.0,362.0,446.0,179.0,27.0,9.0,3.0,37.0,103.0,2213.0,1389.0,653.0,171.0,58.6
90,3000 ,10000,1,2012JJ00,26.2,5.0,19.2,19.7,2.6,9.9,25.3,19.9,19.2,14.9,15.4,9.5,1.3,1.5,180.7,0.0,0.1,0.8,3.3,10.8,17.4,26.2,24.0,10.4,4.9,2.0,83.8,0.0,0.3,0.8,2.3,5.0,10.7,13.3,17.9,15.6,12.6,7.5,14.1,1.7,52.3,46.1,36.5,9.6,,,,24.4,22.9,126.0,1389.0,404.0,525.0,185.0,34.0,10.0,4.0,41.0,95.0,2628.0,1646.0,828.0,154.0,59.3
91,3000 ,10000,1,2013JJ00,26.4,4.4,16.6,20.0,2.5,9.4,25.1,20.2,19.5,14.9,15.8,10.0,1.3,1.6,180.8,0.0,0.0,0.6,2.7,11.0,17.0,27.9,22.6,11.3,4.8,2.0,83.8,0.0,0.1,0.7,2.3,5.1,10.9,13.7,17.1,14.9,13.3,8.7,13.3,1.8,52.8,45.4,36.3,9.1,,,,26.6,22.5,119.0,1358.0,427.0,502.0,192.0,30.0,11.0,3.0,48.0,100.0,2598.0,1663.0,775.0,161.0,57.9
92,3000 ,10000,2,2010JJ00,0.5,0.3,0.9,0.5,0.1,0.2,0.4,0.3,0.3,0.6,0.6,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.4,0.5,0.6,0.5,0.4,0.3,0.2,0.2,0.0,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.2,0.6,0.6,0.6,0.3,,,,1.0,,2.0,19.0,9.0,9.0,5.0,3.0,1.0,0.0,2.0,4.0,23.0,21.0,12.0,5.0,0.9
93,3000 ,10000,2,2011JJ00,0.6,0.3,1.0,0.5,0.1,0.2,0.4,0.3,0.3,0.7,0.7,0.6,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.4,0.5,0.6,0.6,0.4,0.3,0.2,0.2,0.0,0.1,0.1,0.2,0.3,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.2,0.6,0.6,0.6,0.4,,,,1.0,,2.0,22.0,8.0,10.0,5.0,2.0,1.0,0.0,2.0,4.0,26.0,24.0,15.0,6.0,0.9
94,3000 ,10000,2,2012JJ00,0.6,0.3,1.0,0.5,0.1,0.2,0.4,0.3,0.3,0.6,0.7,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.4,0.5,0.6,0.6,0.4,0.3,0.2,0.2,,0.1,0.1,0.2,0.3,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.2,0.6,0.6,0.6,0.4,,,,1.0,0.8,6.0,21.0,9.0,12.0,6.0,2.0,1.0,0.0,2.0,5.0,25.0,23.0,16.0,6.0,0.9
95,3000 ,10000,2,2013JJ00,0.6,0.3,0.9,0.5,0.1,0.2,0.4,0.3,0.4,0.6,0.7,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.4,0.5,0.6,0.6,0.4,0.3,0.2,0.2,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.2,0.6,0.6,0.6,0.4,,,,1.0,0.8,6.0,21.0,10.0,11.0,6.0,2.0,1.0,0.0,3.0,4.0,25.0,23.0,15.0,6.0,0.9
96,3000 ,21714,1,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,81.2,12.7,9.8,2.9,,,,,,,,,,,,,,,,,,,,
97,3000 ,21714,1,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,79.4,13.2,10.1,3.1,,,,,,,,,,,,,,,,,,,,
98,3000 ,21714,1,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,81.4,12.8,9.4,3.3,,,,,,,,,,,,,,,,,,,,
99,3000 ,21714,1,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,80.8,11.6,8.7,2.9,,,,,,,,,,,,,,,,,,,,
100,3000 ,21714,2,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.5,1.3,1.2,0.7,,,,,,,,,,,,,,,,,,,,
101,3000 ,21714,2,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.7,1.4,1.3,0.7,,,,,,,,,,,,,,,,,,,,
102,3000 ,21714,2,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.6,1.4,1.2,0.8,,,,,,,,,,,,,,,,,,,,
103,3000 ,21714,2,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.7,1.4,1.2,0.7,,,,,,,,,,,,,,,,,,,,
104,3000 ,21715,1,2010JJ00,5.7,0.5,,2.8,0.3,,,,,76.4,1.6,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,80.1,17.4,14.8,2.6,,,,,,154.0,831.0,163.0,379.0,251.0,82.0,4.0,8.0,21.0,136.0,1778.0,1176.0,571.0,31.0,31.7
105,3000 ,21715,1,2011JJ00,4.1,0.0,,2.3,0.2,,,,,80.8,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,85.1,11.0,9.3,1.8,,,,,,139.0,778.0,93.0,276.0,327.0,111.0,12.0,3.0,15.0,186.0,1614.0,1084.0,493.0,32.0,18.6
106,3000 ,21715,1,2012JJ00,3.9,0.3,,1.8,0.2,,,,,76.6,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,82.2,14.7,12.2,2.5,,,,,,339.0,897.0,140.0,299.0,373.0,189.0,14.0,3.0,11.0,156.0,2048.0,1262.0,758.0,28.0,42.4
107,3000 ,21715,1,2013JJ00,1.9,0.0,,1.4,0.1,,,,,80.0,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,84.7,12.6,11.7,0.9,,,,,,378.0,915.0,184.0,338.0,322.0,153.0,7.0,4.0,32.0,126.0,2137.0,1373.0,747.0,17.0,33.9
