ID,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
105,1000,2006KW01,1206.8,1019.9,186.9,185.5,115.8,50.2,4.7,8.5,,1.4,,,,1.6,1.5,,,,,4818.6,4000.5,818.1,811.7,522.0,194.6,25.8,37.1,,4.8,,,,9.6,8.1,,,,
106,1000,2006MM04,829.0,563.1,265.9,264.9,169.8,53.6,14.6,15.0,,1.8,,3.0,1.4,2.3,2.0,,,,,3456.3,2185.0,1271.3,1266.6,877.7,212.6,68.8,59.9,,4.7,,11.1,5.1,9.9,9.5,,,,
107,1000,2006MM05,1236.6,1050.6,186.1,184.5,123.1,36.3,10.6,6.1,1.2,1.4,,1.5,,1.4,2.0,,,,,5213.4,4453.4,760.0,752.5,533.0,120.8,45.6,18.4,4.8,5.2,,5.7,,6.5,9.3,,,,
108,1000,2006MM06,1398.2,1117.6,280.6,277.9,211.5,29.8,13.8,6.2,1.6,3.2,2.4,2.2,1.5,3.2,2.5,1.3,,,,6800.5,5423.6,1376.9,1366.9,1112.4,118.3,57.2,18.0,5.6,9.2,7.2,6.9,3.7,13.2,15.2,5.0,,,
109,1000,2006KW02,3463.8,2731.2,732.6,727.3,504.4,119.7,39.0,27.4,3.8,6.4,3.2,6.7,3.4,7.0,6.5,2.5,1.3,,,15470.2,12062.1,3408.2,3386.0,2523.0,451.6,171.5,96.4,15.8,19.1,10.8,23.8,10.3,29.7,34.0,11.5,5.1,,
110,1000,2006MM07,1435.6,1062.8,372.8,368.5,237.9,53.8,12.2,19.0,9.4,6.3,3.5,8.8,4.4,5.8,7.4,1.9,1.1,,,8720.6,6600.6,2120.0,2102.5,1556.3,239.6,54.7,69.0,41.6,16.9,11.8,39.3,16.4,22.7,34.2,8.3,4.2,,
111,1000,2006MM08,1520.5,1169.4,351.0,346.1,189.7,46.7,19.6,23.7,6.6,28.1,12.3,3.8,3.4,6.5,5.8,1.7,2.2,,,10437.1,8505.3,1931.8,1905.8,1209.4,222.7,121.5,82.7,35.2,95.4,45.7,15.1,14.6,32.0,31.6,7.8,13.8,,
112,1000,2006MM09,1055.4,862.2,193.2,191.4,139.3,24.9,10.4,5.3,,2.5,2.2,,,2.4,2.6,,,,,4963.3,3965.7,997.6,990.4,756.1,100.8,55.1,19.7,,9.5,9.5,,,13.6,18.2,,,,
113,1000,2006KW03,4011.5,3094.4,917.1,905.9,566.9,125.4,42.1,48.0,16.9,36.8,18.0,13.3,8.1,14.7,15.7,4.3,3.7,2.2,,24121.0,19071.6,5049.4,4998.8,3521.8,563.1,231.3,171.4,81.4,121.8,67.0,56.6,32.1,68.3,84.0,18.8,20.2,6.2,
114,1000,2006MM10,890.6,690.4,200.2,199.1,159.6,25.6,4.9,2.2,1.2,,,1.5,,1.4,1.3,,,,,4006.1,2973.2,1033.0,1027.6,874.0,91.8,21.7,7.3,6.2,,,5.8,,7.7,8.6,,,,
115,1000,2006MM11,485.4,399.7,85.7,85.4,34.5,42.1,1.3,4.9,,,,,,1.2,,,,,,1867.8,1496.1,371.7,369.8,166.9,163.4,5.1,21.2,,,,,,6.0,,,,,
116,1000,2006MM12,414.9,366.0,48.9,48.6,27.7,16.2,1.4,1.2,,,,,,,,,,,,1900.4,1670.2,230.1,228.1,139.8,63.6,7.8,5.6,,,,,,,,,,,
117,1000,2006KW04,1790.9,1456.1,334.8,333.1,221.9,83.9,7.6,8.3,1.4,1.3,1.0,1.9,,3.4,2.1,,,,,7774.3,6139.5,1634.8,1625.4,1180.6,318.8,34.6,34.1,7.8,4.5,3.8,7.4,,17.5,15.4,,,,
118,1000,2006JJ00,10473.1,8301.6,2171.4,2151.8,1408.9,379.3,93.4,92.2,22.5,46.0,22.5,22.7,11.9,26.7,25.8,7.9,6.0,3.8,1.9,52184.1,41273.7,10910.4,10821.9,7747.4,1528.2,463.2,339.0,108.0,150.2,83.3,91.5,44.7,125.0,141.5,36.8,30.7,11.5,9.7
119,1000,2007MM01,432.2,352.3,79.8,79.4,51.4,19.3,1.8,3.2,,1.9,,,,,,,,,,1725.5,1369.7,355.8,352.8,245.3,72.1,8.0,12.1,,6.3,,,,,,,,,
120,1000,2007MM02,460.6,392.9,67.7,67.3,35.8,23.4,3.1,2.7,,,,,,,,,,,,1833.1,1554.9,278.2,276.4,154.8,85.1,14.5,10.5,,,,,,,,,,,
121,1000,2007MM03,491.7,410.5,81.2,80.2,51.9,15.3,1.9,7.3,,,,,,,1.0,,,,,1970.1,1599.6,370.5,366.4,253.1,53.5,12.6,29.8,,,,,,,5.7,,,,
122,1000,2007KW01,1384.5,1155.8,228.7,226.9,139.1,57.9,6.8,13.1,,2.7,1.0,1.2,,2.0,2.4,,,,,5528.7,4524.2,1004.5,995.6,653.2,210.7,35.1,52.5,,9.2,3.7,5.0,,9.7,13.7,,,,
123,1000,2007MM04,973.1,689.4,283.7,281.9,167.4,59.9,17.6,20.7,1.9,2.9,1.6,2.1,,3.6,3.6,1.2,,,,3831.1,2533.9,1297.2,1288.8,839.9,229.4,79.9,73.7,9.4,7.5,5.2,8.1,,17.8,15.7,5.4,,,
124,1000,2007MM05,1444.1,1208.9,235.2,232.8,163.6,36.8,10.5,8.7,1.5,2.1,1.9,,,2.8,3.6,1.5,,,,6501.6,5500.8,1000.8,988.9,726.6,137.4,44.4,26.3,7.5,7.2,8.2,,,11.2,14.9,7.5,,,
125,1000,2007MM06,1202.3,964.4,237.9,234.9,175.8,24.1,11.3,6.5,1.6,3.2,2.4,,1.5,4.1,3.6,1.6,,,,5660.4,4422.2,1238.2,1226.4,997.0,99.1,49.2,19.1,6.4,7.7,8.7,,3.8,15.2,17.0,6.6,,,
126,1000,2007KW02,3619.5,2862.7,756.8,749.7,506.8,120.9,39.3,35.9,5.0,8.1,5.9,4.0,2.3,10.5,10.9,4.2,1.0,1.5,,15993.2,12456.9,3536.3,3504.1,2563.5,465.9,173.5,119.0,23.2,22.4,22.2,14.9,7.4,44.3,47.7,19.6,5.5,5.7,
127,1000,2007MM07,1352.6,985.5,367.1,362.5,220.1,55.4,19.2,17.0,6.6,7.9,9.4,8.6,2.9,6.2,9.1,2.3,,1.1,,8486.9,6270.2,2216.7,2198.4,1593.7,268.8,88.5,52.0,30.2,22.7,39.6,36.7,9.1,25.3,31.7,9.2,,3.2,
128,1000,2007MM08,1665.5,1311.8,353.8,347.8,182.4,58.5,26.9,24.9,3.3,21.6,11.6,2.7,1.2,6.3,8.5,1.8,2.8,,,10922.3,8997.4,1924.9,1894.7,1144.5,280.3,162.7,89.1,17.8,66.5,48.5,10.4,3.7,33.4,37.8,7.4,17.6,,
129,1000,2007MM09,1013.7,797.8,215.9,212.8,151.6,30.7,8.7,6.5,1.5,2.3,4.1,,,2.5,3.6,1.2,,1.1,,4659.4,3538.0,1121.3,1110.4,870.2,113.8,42.1,19.7,6.1,8.6,16.5,,,12.4,15.8,5.1,,2.9,
130,1000,2007KW03,4031.8,3095.1,936.7,923.1,554.2,144.5,54.7,48.5,11.4,31.8,25.1,12.1,4.7,15.0,21.1,5.4,4.3,3.1,,24068.6,18805.6,5263.0,5203.5,3608.4,662.9,293.4,160.8,54.1,97.8,104.7,49.9,15.2,71.1,85.3,21.7,24.5,9.8,
131,1000,2007MM10,947.6,772.1,175.6,173.7,128.7,28.8,6.3,1.8,1.2,1.0,1.1,1.4,,1.2,2.0,,,,,4146.0,3241.3,904.7,897.8,721.8,108.0,27.7,6.1,7.1,3.1,4.0,5.7,,4.6,9.3,,,,
132,1000,2007MM11,583.2,470.5,112.7,111.5,48.9,47.3,3.1,6.7,,1.3,,,,2.2,1.0,,,,,2232.0,1748.3,483.8,479.8,235.8,180.2,12.4,25.4,,3.3,,,,14.1,4.7,,,,
133,1000,2007MM12,464.6,380.3,84.3,83.3,39.6,25.7,8.7,3.1,,,,,,2.3,1.6,,,,,2139.9,1707.7,432.2,427.3,221.6,110.9,49.1,14.9,,,,,,13.3,7.9,,,,
134,1000,2007KW04,1995.5,1622.9,372.6,368.5,217.2,101.8,18.1,11.6,1.8,3.2,2.2,2.0,,5.7,4.6,1.4,1.5,1.0,,8517.9,6697.3,1820.6,1804.9,1179.2,399.0,89.2,46.4,10.6,8.9,8.4,8.4,,32.0,21.9,6.7,5.3,3.0,
135,1000,2007JJ00,11031.3,8736.5,2294.8,2268.2,1417.4,425.1,119.0,109.1,18.6,45.9,34.2,19.2,7.4,33.3,39.0,11.9,7.1,5.8,1.7,54108.5,42484.0,11624.5,11508.0,8004.3,1738.5,591.3,378.7,90.0,138.3,138.9,78.2,24.1,157.1,168.6,53.5,36.7,19.6,6.7
136,1000,2008MM01,402.4,329.7,72.7,72.1,47.4,19.2,1.3,1.8,,,,,,,,,,,,1724.7,1364.6,360.1,357.6,251.8,78.9,6.5,8.3,,,,,,,,,,,
137,1000,2008MM02,510.9,434.9,76.0,75.6,35.7,27.1,3.3,7.4,,,,,,,,,,,,2025.0,1703.5,321.5,319.3,158.2,102.5,15.0,32.0,,,,,,,,,,,
138,1000,2008MM03,603.0,438.6,164.4,163.6,109.9,36.7,6.9,3.3,,,,1.1,,1.2,2.3,,,,,2370.7,1607.2,763.5,759.9,543.0,137.1,32.6,15.1,,,,4.7,,5.7,12.8,,,,
139,1000,2008KW01,1516.3,1203.2,313.1,311.4,192.9,82.9,11.4,12.6,,1.7,,1.8,,2.5,3.4,1.0,,,,6120.4,4675.3,1445.1,1436.8,953.0,318.4,54.1,55.5,,4.6,,7.8,,14.1,18.6,5.0,,,
140,1000,2008MM04,732.4,587.7,144.7,143.0,67.4,37.7,12.1,17.0,,1.5,,1.2,,2.1,1.6,,,,,2955.7,2304.2,651.5,641.9,327.3,152.3,57.6,68.2,,3.8,,4.6,,10.5,8.6,,,,
141,1000,2008MM05,1439.5,1182.8,256.7,254.8,185.3,38.6,13.6,6.9,1.1,1.6,,1.2,,3.2,2.4,,,,,6293.1,5248.9,1044.2,1036.5,776.2,136.8,64.6,19.7,4.0,4.6,,4.2,,13.7,9.7,,,,
142,1000,2008MM06,1118.0,943.4,174.6,172.2,118.1,28.8,8.4,3.6,1.2,1.8,1.1,2.0,,2.9,3.5,1.2,,,,5344.0,4439.2,904.8,893.0,675.0,115.8,37.9,11.5,3.9,4.2,3.3,6.5,,14.4,18.1,5.6,,,
143,1000,2008KW02,3290.0,2713.9,576.1,570.0,370.8,105.1,34.1,27.5,3.2,4.9,2.1,4.4,2.3,8.2,7.4,2.9,1.0,1.1,1.1,14592.8,11992.3,2600.5,2571.4,1778.6,404.9,160.2,99.4,12.0,12.6,6.3,15.3,7.1,38.6,36.5,13.3,5.6,4.5,5.8
144,1000,2008MM07,1315.7,988.3,327.4,323.6,217.3,50.7,11.0,10.9,4.5,5.0,3.3,7.3,2.4,4.5,6.6,1.4,1.0,,,8532.8,6581.3,1951.5,1935.8,1489.6,237.5,52.8,32.7,17.4,12.8,10.5,31.6,7.1,19.7,24.1,5.5,5.4,,
145,1000,2008MM08,1584.6,1240.7,344.0,338.2,195.1,64.1,21.9,16.0,2.8,15.1,7.3,2.5,,6.2,6.2,1.5,2.7,,,10138.7,8326.1,1812.6,1781.3,1141.7,299.2,126.3,57.5,13.4,45.8,28.9,10.1,,31.6,24.3,7.4,16.5,,
146,1000,2008MM09,963.9,790.9,173.0,171.1,125.4,24.8,8.2,2.6,1.1,1.6,1.1,,1.1,2.4,2.3,,,,,4264.0,3393.3,870.6,862.6,683.4,94.0,36.2,8.8,3.8,4.5,3.9,,3.8,12.8,9.6,,,,
147,1000,2008KW03,3864.3,3019.9,844.4,832.8,537.9,139.6,41.1,29.5,8.4,21.7,11.8,10.4,4.4,13.0,15.1,3.7,4.1,2.2,1.6,22935.4,18300.7,4634.7,4579.6,3314.8,630.7,215.4,99.0,34.7,63.1,43.4,43.5,13.3,64.1,57.9,16.6,23.2,6.7,8.6
148,1000,2008MM10,959.1,745.0,214.0,212.4,158.3,38.0,7.1,2.5,1.4,,,1.2,,1.0,1.6,,,,,4241.9,3147.1,1094.9,1087.4,862.2,155.9,31.6,9.2,7.6,,,4.7,,5.4,5.9,,,,
149,1000,2008MM11,506.8,431.0,75.8,74.0,31.4,34.7,1.7,2.7,,,,,,1.4,,,1.6,,,1952.8,1635.4,317.3,311.0,152.8,122.4,8.4,10.8,,,,,,7.6,,,5.2,,
150,1000,2008MM12,469.8,423.6,46.2,45.9,24.2,15.3,2.3,1.1,,,,,,,1.2,,,,,1990.4,1776.8,213.6,211.7,122.8,60.9,9.2,5.2,,,,,,,5.5,,,,
151,1000,2008KW04,1935.7,1599.7,336.1,332.3,214.0,88.1,11.1,6.3,1.9,1.1,,1.5,,3.3,3.8,1.0,2.1,,,8185.1,6559.3,1625.8,1610.1,1137.8,339.2,49.2,25.2,9.3,4.1,,6.4,,17.6,15.9,5.2,8.0,,
152,1000,2008JJ00,10606.3,8536.7,2069.6,2046.5,1315.5,415.7,97.7,75.9,14.2,29.4,15.8,18.2,7.5,27.0,29.7,8.6,7.5,4.0,3.0,51833.7,41527.6,10306.1,10198.0,7184.1,1693.2,478.9,279.0,59.8,84.4,57.9,73.0,24.6,134.4,128.9,40.2,38.6,13.7,15.7
153,1000,2009MM01,398.7,326.1,72.7,71.9,48.1,17.9,2.1,1.6,,,,,,,,,,,,1626.9,1299.6,327.2,324.1,226.7,68.9,11.0,6.9,,,,,,,,,,,
154,1000,2009MM02,488.0,420.6,67.4,67.1,31.5,24.6,2.0,6.6,,,,,,,,,,,,1932.0,1662.0,270.0,268.2,132.9,89.7,10.3,24.2,,,,,,,,,,,
155,1000,2009MM03,507.1,437.3,69.8,69.5,38.6,21.4,1.6,5.3,,,,,,,,,,,,1854.2,1558.2,296.0,294.2,174.4,73.8,9.2,22.8,,,,,,,,,,,
156,1000,2009KW01,1393.9,1184.0,209.9,208.4,118.1,63.8,5.7,13.5,,1.2,,,,1.9,1.7,,,,,5413.1,4519.8,893.2,886.5,534.0,232.5,30.5,54.0,,3.9,,,,11.6,9.0,,,,
157,1000,2009MM04,920.5,656.0,264.4,263.3,154.5,61.7,13.3,16.4,1.4,1.5,2.6,2.8,1.2,3.6,4.4,,,,,3708.0,2524.5,1183.5,1177.8,751.4,240.3,63.6,58.6,5.7,3.4,4.4,12.9,3.5,15.8,18.0,,,,
158,1000,2009MM05,1425.7,1212.5,213.2,212.1,136.9,45.3,10.5,6.8,1.0,,,,,6.4,2.2,,,,,5975.0,5125.8,849.2,844.0,575.2,156.9,48.7,22.4,4.2,,,,,18.7,9.0,,,,
159,1000,2009MM06,1325.5,1061.9,263.6,261.7,195.6,40.0,7.3,4.6,1.2,2.0,,1.4,1.9,3.5,3.4,,,,,6039.2,4811.6,1227.6,1218.2,951.8,159.5,29.9,12.8,5.1,5.8,,4.7,3.8,20.6,20.6,,,,
160,1000,2009KW02,3671.7,2930.4,741.3,737.1,487.0,147.0,31.1,27.8,3.6,4.5,4.0,5.1,3.5,13.4,10.0,2.1,,,,15722.1,12462.0,3260.2,3240.0,2278.4,556.7,142.2,93.8,15.0,11.7,9.7,21.4,8.4,55.1,47.6,10.8,,,
161,1000,2009MM07,1398.3,1046.9,351.4,347.4,234.9,53.2,10.5,10.8,5.2,5.0,3.5,7.2,1.7,7.5,8.0,1.6,1.3,,,8856.5,6722.5,2133.9,2113.2,1609.9,269.6,47.8,32.6,23.6,12.4,10.6,32.5,4.1,38.2,31.8,6.9,8.6,,
162,1000,2009MM08,1643.9,1315.1,328.8,324.2,202.0,58.7,16.0,13.2,2.6,11.8,5.1,2.5,,6.3,5.0,1.2,2.3,,,10356.8,8559.5,1797.3,1773.5,1247.6,280.2,86.3,41.2,10.9,27.8,16.8,9.7,,31.8,18.7,5.0,13.0,,
163,1000,2009MM09,1030.1,873.6,156.5,154.9,113.2,24.0,5.6,2.6,,,,,,4.1,2.1,,,,,4582.5,3804.4,778.1,770.6,600.3,95.7,25.3,7.7,,,,,,18.3,10.9,,,,
164,1000,2009KW03,4072.4,3235.5,836.8,826.4,550.0,135.9,32.1,26.6,8.6,17.7,9.5,10.3,2.8,17.9,15.1,3.4,4.0,1.7,1.3,23795.8,19086.4,4709.3,4657.3,3457.8,645.6,159.4,81.6,38.0,43.0,31.2,43.8,7.2,88.3,61.4,15.6,23.7,4.9,7.8
165,1000,2009MM10,940.7,728.3,212.4,211.2,164.3,29.7,5.3,4.7,1.3,,,1.1,,1.8,1.7,,,,,4040.2,2984.7,1055.4,1050.0,867.9,110.6,22.9,16.0,7.1,,,3.9,,9.8,7.5,,,,
166,1000,2009MM11,550.2,451.1,99.2,98.7,31.3,58.7,2.0,2.4,,,,,,2.0,1.3,,,,,2082.9,1664.4,418.4,416.5,147.9,231.1,8.3,9.9,,,,,,8.0,6.9,,,,
167,1000,2009MM12,484.5,417.5,66.9,66.4,36.3,24.1,2.2,1.5,,,,,,,,,,,,1981.1,1732.6,248.5,246.1,134.5,86.3,8.1,6.6,,,,,,,,,,,
168,1000,2009KW04,1975.4,1596.9,378.5,376.3,231.9,112.5,9.6,8.5,1.7,1.3,1.0,1.5,,4.6,3.5,1.0,,,,8104.1,6381.8,1722.4,1712.6,1150.4,428.0,39.3,32.4,9.6,4.0,3.7,5.4,,21.3,17.4,5.0,,,
169,1000,2009JJ00,11113.3,8946.8,2166.5,2148.3,1387.0,459.3,78.4,76.4,14.3,24.7,15.4,17.8,6.9,37.9,30.3,7.5,5.7,3.1,1.9,53035.1,42450.0,10585.1,10496.5,7420.6,1862.7,371.4,261.8,65.1,62.7,47.8,74.4,18.3,176.3,135.4,35.3,32.3,10.4,10.7
170,1000,2010MM01,385.0,309.7,75.3,74.8,49.8,20.3,,1.6,,,,,,,,,,,,1594.6,1244.6,350.0,347.2,237.4,86.3,,7.8,,,,,,,,,,,
171,1000,2010MM02,472.0,397.2,74.8,74.5,33.1,26.9,2.4,9.3,,,,,,1.5,,,,,,1871.2,1555.1,316.1,314.5,150.2,100.4,11.3,40.9,,,,,,4.4,,,,,
172,1000,2010MM03,481.0,392.0,89.0,88.2,63.0,16.8,1.6,3.2,,,,,,1.4,1.1,,,,,1758.3,1350.7,407.6,404.5,303.0,58.4,7.5,14.5,,,,,,10.0,6.8,,,,
173,1000,2010KW01,1338.0,1098.9,239.1,237.6,146.0,64.0,4.7,14.1,,,,,,3.6,2.1,,,,,5224.1,4150.4,1073.7,1066.2,690.6,245.1,22.7,63.3,,,,,,18.3,12.8,,,,
174,1000,2010MM04,943.5,669.2,274.3,273.1,146.0,82.0,13.2,19.3,1.6,1.7,,1.5,,4.0,2.4,,,,,3553.1,2358.5,1194.6,1189.0,685.9,321.4,60.6,74.2,6.1,4.4,,5.7,,16.9,9.3,,,,
175,1000,2010MM05,1480.8,1263.3,217.5,216.0,152.6,40.2,7.5,6.5,1.3,1.5,,,,2.5,2.4,,,,,6372.5,5503.2,869.3,863.5,625.0,149.3,30.0,21.5,4.4,4.8,,,,13.0,10.3,,,,
176,1000,2010MM06,1114.3,903.5,210.8,208.6,153.9,24.6,11.6,5.9,1.4,2.6,1.1,1.2,,2.5,3.2,,,,,4990.0,3986.7,1003.2,992.7,776.8,102.4,49.4,17.0,4.6,7.2,4.4,3.8,,11.3,14.2,,,,
177,1000,2010KW02,3538.6,2836.0,702.6,697.7,452.4,146.8,32.2,31.8,4.4,5.8,2.3,3.5,1.6,8.9,8.1,2.2,,1.0,,14915.6,11848.4,3067.2,3045.1,2087.7,573.1,140.1,112.6,15.2,16.4,8.6,12.1,4.4,41.2,33.8,10.3,,3.3,
178,1000,2010MM07,1439.0,1096.1,343.0,338.3,215.2,60.1,10.2,14.9,4.6,6.9,3.6,6.8,1.9,7.2,7.0,1.6,1.5,,,8932.9,6935.5,1997.4,1970.7,1424.3,301.2,48.5,47.5,22.5,17.0,11.6,29.6,5.5,38.0,25.0,8.4,12.1,,
179,1000,2010MM08,1606.6,1244.8,361.7,356.6,226.5,58.1,16.9,15.5,3.0,15.2,5.6,2.2,,6.4,6.3,1.0,2.6,,,10092.6,8066.8,2025.8,1997.7,1459.7,270.5,88.5,49.3,13.1,33.6,18.0,7.7,,33.2,21.7,5.1,15.8,,
180,1000,2010MM09,962.2,812.7,149.6,147.8,103.1,24.0,6.9,3.0,,1.3,1.2,,,2.9,3.5,,,,,4360.9,3574.2,786.6,778.5,594.1,99.1,33.7,8.8,,4.6,5.1,,,15.2,11.3,,,,
181,1000,2010KW03,4007.8,3153.6,854.3,842.7,544.8,142.3,33.9,33.4,8.6,23.4,10.3,9.6,3.1,16.5,16.8,3.3,4.5,1.9,1.8,23386.3,18576.5,4809.8,4747.0,3478.1,670.8,170.6,105.7,39.4,55.2,34.8,39.3,8.7,86.5,58.0,16.2,30.4,6.9,9.3
182,1000,2010MM10,911.4,711.4,199.9,198.7,158.2,24.1,4.4,5.3,1.3,,,,,1.4,1.8,,,,,3863.2,2847.3,1016.0,1009.6,853.2,87.6,19.3,19.5,6.7,,,,,8.1,7.5,,,,
183,1000,2010MM11,551.2,441.0,110.2,109.5,37.1,63.9,1.8,3.7,,,,,,,,,,,,2056.6,1603.4,453.2,450.4,162.3,249.1,9.4,15.2,,,,,,,,,,,
184,1000,2010MM12,436.1,385.8,50.3,49.8,24.1,19.3,1.0,2.3,,,,,,1.5,,,,,,1719.8,1514.9,205.0,201.9,102.6,69.3,5.6,9.2,,,,,,7.0,,,,,
185,1000,2010KW04,1898.7,1538.2,360.4,358.0,219.4,107.3,7.2,11.3,1.6,1.4,1.2,,,3.9,3.5,1.1,,,,7639.7,5965.5,1674.1,1661.9,1118.2,406.0,34.3,43.9,8.2,4.2,4.2,,,20.2,17.3,5.7,,,
186,1000,2010JJ00,10783.1,8626.6,2156.5,2136.0,1362.5,460.3,78.1,90.6,15.1,31.4,14.8,14.7,5.1,33.0,30.5,7.5,6.3,3.7,3.0,51165.7,40540.8,10624.9,10520.2,7374.6,1895.0,367.7,325.5,64.9,79.4,51.9,58.2,15.1,166.2,121.9,36.6,40.3,13.1,14.7
187,1000,2011MM01,420.5,339.2,81.3,80.9,47.3,27.7,1.3,1.8,,,,,,1.2,,,,,,1625.2,1262.3,362.9,360.2,218.5,112.9,5.3,7.5,,,,,,9.1,,,,,
188,1000,2011MM02,417.0,363.7,53.3,53.0,24.8,18.2,2.2,5.2,,,,,,,,,,,,1607.4,1390.9,216.4,214.9,109.7,63.2,9.5,22.1,,,,,,,,,,,
189,1000,2011MM03,501.8,416.6,85.2,84.9,44.0,31.9,1.4,4.2,,,,,,1.8,,,,,,1946.6,1593.0,353.6,352.0,190.9,120.3,6.3,17.8,,,,,,8.7,,,,,
190,1000,2011KW01,1339.3,1119.5,219.8,218.8,116.1,77.7,5.0,11.2,,,1.2,,,3.9,1.5,,,,,5179.1,4246.2,932.9,927.2,519.1,296.4,21.1,47.5,,,5.0,,,21.8,6.9,,,,
191,1000,2011MM04,1049.9,720.1,329.8,328.3,191.6,92.3,13.3,15.7,1.9,1.9,1.2,2.0,,4.3,3.5,,,,,4255.0,2736.3,1518.6,1511.9,963.1,374.5,59.8,53.4,8.1,4.9,4.3,7.0,,22.6,12.4,,,,
192,1000,2011MM05,1172.0,1015.1,156.9,155.0,95.6,35.7,7.2,7.0,1.2,1.5,,,,2.9,2.3,,,,,4813.3,4154.8,658.5,651.1,441.9,122.1,27.6,20.9,4.4,3.5,,,,15.9,9.3,,,,
193,1000,2011MM06,1431.5,1132.3,299.2,296.9,221.8,42.8,11.0,7.1,1.4,1.5,1.5,1.3,,4.9,2.8,1.1,,,,6510.4,5160.6,1349.8,1338.3,1044.8,164.4,45.6,19.8,6.7,4.2,4.7,4.3,,27.3,14.2,4.9,,,
194,1000,2011KW02,3653.4,2867.5,785.9,780.2,509.0,170.9,31.5,29.7,4.5,4.9,3.3,3.9,1.8,12.0,8.5,2.7,1.3,1.2,,15578.6,12051.7,3526.9,3501.3,2449.8,660.9,133.0,94.1,19.2,12.6,11.0,13.5,5.4,65.8,36.0,11.2,7.4,4.3,
195,1000,2011MM07,1322.6,1019.1,303.5,298.3,182.4,59.9,9.5,11.4,4.9,6.9,3.1,6.3,1.7,5.5,6.6,1.9,1.5,1.2,,8159.4,6422.6,1736.9,1710.9,1205.6,289.8,42.3,35.4,23.1,19.5,8.8,30.5,4.9,26.6,24.5,7.7,11.4,3.8,
196,1000,2011MM08,1526.0,1168.3,357.7,352.4,221.6,64.5,15.0,13.8,3.1,14.5,5.5,2.2,,4.9,6.3,1.8,2.0,,,9544.8,7492.0,2052.8,2028.7,1479.3,290.1,80.2,44.2,17.9,37.7,19.7,8.9,,22.2,23.9,7.9,9.9,,
197,1000,2011MM09,1009.5,815.0,194.6,192.8,142.4,30.6,7.1,3.8,,1.3,,,,3.3,1.8,,,,,4547.6,3519.7,1027.8,1018.8,816.8,116.7,32.5,12.6,,4.5,,,,17.2,7.8,,,,
198,1000,2011KW03,3858.1,3002.5,855.7,843.5,546.4,155.1,31.6,29.0,8.9,22.7,9.5,8.8,3.0,13.8,14.8,4.4,4.0,2.5,1.3,22251.9,17434.3,4817.5,4758.4,3501.7,696.6,155.0,92.1,44.6,61.7,33.1,40.9,10.5,66.0,56.2,18.4,24.4,8.5,7.9
199,1000,2011MM10,969.3,742.8,226.4,225.0,165.2,42.2,4.3,6.7,1.6,,,,,1.2,1.4,,,,,3936.8,2959.5,977.3,970.4,761.6,138.2,17.9,23.3,7.1,,,,,6.8,6.3,,,,
200,1000,2011MM11,530.7,407.3,123.4,122.9,51.0,65.3,1.3,2.5,,,,,,,,,,,,2048.9,1509.3,539.6,537.6,250.6,260.0,5.1,8.1,,,,,,,,,,,
201,1000,2011MM12,440.3,378.8,61.5,60.8,28.1,25.7,1.3,3.2,,,,,,1.0,,,,,,1797.5,1537.9,259.6,256.0,127.1,95.9,5.6,13.8,,,,,,6.0,,,,,
202,1000,2011KW04,1940.2,1528.9,411.3,408.7,244.3,133.3,6.8,12.4,2.0,1.7,1.1,,,3.1,2.9,,,,,7783.2,6006.6,1776.5,1764.0,1139.2,494.1,28.6,45.2,9.1,5.7,5.0,,,17.3,14.3,,,,
203,1000,2011JJ00,10791.1,8518.3,2272.7,2251.3,1415.8,537.0,74.9,82.3,15.9,30.1,15.2,14.3,5.3,32.9,27.7,8.5,6.3,4.4,2.3,50792.8,39738.9,11053.9,10950.9,7609.8,2148.1,337.7,278.9,75.7,83.3,54.1,61.0,18.2,171.0,113.3,37.5,37.2,15.8,12.5
204,1000,2012MM01,426.3,346.5,79.8,79.4,46.0,26.7,1.3,1.8,,1.0,,,,1.3,,,,,,1626.0,1301.1,324.8,323.0,196.9,97.3,6.1,6.6,,3.6,,,,6.9,,,,,
205,1000,2012MM02,420.3,350.1,70.3,69.9,35.2,27.1,3.0,2.5,,,,,,,,,,,,1597.4,1311.7,285.7,284.1,149.5,101.1,14.0,10.5,,,,,,,,,,,
206,1000,2012MM03,524.4,429.5,94.8,94.1,56.8,23.0,1.5,8.9,,,,,,1.8,1.2,,,,,1917.6,1532.3,385.3,382.5,245.3,74.9,6.0,38.6,,,,,,7.7,5.7,,,,
