ID,Perioden,OutputBasisprijzen_1,Totaal_2,Totaal_3,ZaaiEnPantgoedGeleverdDoorAnder_4,ZaaiEnPlantgoedGekochtBuitenDe_5,Totaal_6,Elektriciteit_7,Gas_8,AndereBrandstoffen_9,Andere_10,Totaal_11,MeststoffenGeleverdDoorAndereLand_12,MeststoffenGekochtBuitenDeBedrijf_13,FytosanitaireProductenEnPesticiden_14,UitgavenVoorVeeartsen_15,Totaal_16,VeevoederGeleverdDoorAndereLandbo_17,VeevoederGekochtBuitenDeBedrijfst_18,VeevoederGeproduceerdEnVerbruiktO_19,OnderhoudVanMateriaal_20,OnderhoudVanGebouwen_21,Landbouwdiensten_22,IndirectGemetenDienstenVanFinanci_23,AndereGoederenEnDiensten_24,BrutoToegevoegdeWaardeBasisprijzen_25,Totaal_26,Werktuigen_27,Bouwwerken_28,Aanplantingen_29,Andere_30,NettoToegevoegdeWaardeBasisprijzen_31,OutputBasisprijzen_32,Totaal_33,Totaal_34,ZaaiEnPantgoedGeleverdDoorAnder_35,ZaaiEnPlantgoedGekochtBuitenDe_36,Totaal_37,Elektriciteit_38,Gas_39,AndereBrandstoffen_40,Andere_41,Totaal_42,MeststoffenGeleverdDoorAndereLand_43,MeststoffenGekochtBuitenDeBedrijf_44,FytosanitaireProductenEnPesticiden_45,UitgavenVoorVeeartsen_46,Totaal_47,VeevoederGeleverdDoorAndereLandbo_48,VeevoederGekochtBuitenDeBedrijfst_49,VeevoederGeproduceerdEnVerbruiktO_50,OnderhoudVanMateriaal_51,OnderhoudVanGebouwen_52,Landbouwdiensten_53,IndirectGemetenDienstenVanFinanci_54,AndereGoederenEnDiensten_55,BrutoToegevoegdeWaardeBasisprijzen_56,Totaal_57,Werktuigen_58,Bouwwerken_59,Aanplantingen_60,Andere_61,NettoToegevoegdeWaardeBasisprijzen_62,OutputBasisprijzen_63,Totaal_64,Totaal_65,ZaaiEnPantgoedGeleverdDoorAnder_66,ZaaiEnPlantgoedGekochtBuitenDe_67,Totaal_68,Elektriciteit_69,Gas_70,AndereBrandstoffen_71,Andere_72,MeststoffenEnGrondverbeterendeMidd_73,MeststoffenGeleverdDoorAndereLand_74,MeststoffenGekochtBuitenDeBedrijf_75,FytosanitaireProductenEnPesticiden_76,UitgavenVoorVeeartsen_77,Totaal_78,VeevoederGeleverdDoorAndereLandbo_79,VeevoederGekochtBuitenDeBedrijfst_80,VeevoederGeproduceerdEnVerbruiktO_81,OnderhoudVanMateriaal_82,OnderhoudVanGebouwen_83,Landbouwdiensten_84,IndirectGemetenDienstenVanFinanci_85,AndereGoederenEnDiensten_86,BrutoToegevoegdeWaardeBasisprijzen_87,Totaal_88,Werktuigen_89,Bouwwerken_90,Aanplantingen_91,Andere_92,NettoToegevoegdeWaardeBasisprijzen_93,OutputBasisprijzen_94,Totaal_95,Totaal_96,ZaaiEnPantgoedGeleverdDoorAnder_97,ZaaiEnPlantgoedGekochtBuitenDe_98,Totaal_99,Elektriciteit_100,Gas_101,AndereBrandstoffen_102,Andere_103,Totaal_104,MeststoffenGeleverdDoorAndereLand_105,MeststoffenGekochtBuitenDeBedrijf_106,FytosanitaireProductenEnPesticiden_107,UitgavenVoorVeeartsen_108,Totaal_109,VeevoederGeleverdDoorAndereLandbo_110,VeevoederGekochtBuitenDeBedrijfst_111,VeevoederGeproduceerdEnVerbruiktO_112,OnderhoudVanMateriaal_113,OnderhoudVanGebouwen_114,Landbouwdiensten_115,IndirectGemetenDienstenVanFinanci_116,AndereGoederenEnDiensten_117,BrutoToegevoegdeWaardeBasisprijzen_118,Totaal_119,Werktuigen_120,Bouwwerken_121,Aanplantingen_122,Andere_123,NettoToegevoegdeWaardeBasisprijzen_124,NettoToegevoegdeWaardeBasisprijzen_125,NietProductgebondenBelastingen_126,NietProductgebondenSubsidies_127,Landbouwinkomen_128,BeloningVanWerknemers_129,ExploitatieoverschotGemengdInkomen_130,NettoToegevoegdeWaardeBasisprijzen_131,NietProductgebondenBelastingen_132,NietProductgebondenSubsidies_133,Landbouwinkomen_134,BeloningVanWerknemers_135,ExploitatieoverschotGemengdInkomen_136,NettoToegevoegdeWaardeBasisprijzen_137,NietProductgebondenBelastingen_138,NietProductgebondenSubsidies_139,Landbouwinkomen_140,BeloningVanWerknemers_141,ExploitatieoverschotGemengdInkomen_142,NettoToegevoegdeWaardeBasisprijzen_143,NietProductgebondenBelastingen_144,NietProductgebondenSubsidies_145,Landbouwinkomen_146,BeloningVanWerknemers_147,ExploitatieoverschotGemengdInkomen_148,ExploitatieoverschotGemengdInkomen_149,BetaaldePachtED_150,BetaaldeRente_151,OntvangenRente_152,InkomenUitBedrijfsuitoefening_153,Totaal_154,Werknemers_155,Zelfstandigen_156,Inkomensindex2015100_157,MutatieTOVVoorafgaandJaar_158
10,2005JJ00,21174.0,12514.0,1048.0,632.0,416.0,1404.0,331.0,720.0,315.0,38.0,279.0,,279.0,344.0,278.0,3401.0,85.0,2847.0,469.0,711.0,235.0,1854.0,91.0,2869.0,8659.0,2685,1099.0,1113.0,108.0,365.0,5975.0,23802.0,15204.0,1247.0,804.0,452.0,1616.0,330.0,814.0,420.0,44.0,399.0,,399.0,366.0,341.0,4848.0,114.0,4091.0,636.0,880.0,272.0,2013.0,93.0,3180.0,8549.0,3116.0,1299.0,1302.0,113.0,379.0,5482.0,-0.1,0.0,1.1,4.0,-2.9,-2.0,-2.2,-2.0,-1.4,-1.8,1.2,,1.2,-1.3,-0.8,0.1,15.4,1.4,-8.9,0.3,1.1,-1.2,2.3,0.8,-0.2,-0.2,-0.4,1.2,-2.3,-3.0,-0.2,89.0,82.3,84.1,78.6,91.9,86.9,100.3,88.4,74.9,86.4,69.8,,69.8,94.2,81.5,70.1,74.4,69.6,73.7,80.9,86.4,92.1,97.4,90.2,101.3,86.2,84.6,85.5,94.9,96.4,109.0,5975.0,319.0,479.0,6135.0,2077.0,4058.0,5482.0,359.0,1044.0,6026.0,,,-0.2,9.3,-5.1,-1.1,,,109.0,88.7,45.9,101.8,,,4058.0,473.0,1000.0,105.0,2689.0,165.0,69.0,96.0,85.6,2.0
11,2006JJ00,22948.0,13237.0,1122.0,671.0,452.0,1586.0,373.0,788.0,364.0,61.0,297.0,,297.0,337.0,287.0,3533.0,91.0,3035.0,406.0,722.0,240.0,2031.0,92.0,2991.0,9711.0,2739,1112.0,1155.0,105.0,367.0,6973.0,24005.0,15440.0,1321.0,807.0,518.0,1545.0,313.0,749.0,421.0,59.0,407.0,,407.0,359.0,349.0,4832.0,107.0,4171.0,552.0,869.0,274.0,2158.0,104.0,3248.0,8535.0,3107.0,1300.0,1304.0,111.0,370.0,5477.0,0.9,1.6,6.0,0.4,14.5,-4.4,-5.2,-8.0,0.2,32.4,2.0,,2.0,-1.7,2.3,-0.3,-5.9,1.9,-13.3,-1.2,0.9,7.2,11.7,2.1,-0.2,-0.3,0.1,0.2,-2.5,-2.4,-0.1,95.6,85.7,84.9,83.1,87.2,102.7,119.1,105.2,86.5,103.7,73.0,,73.0,93.7,82.2,73.1,85.1,72.8,73.6,83.1,87.5,94.1,87.7,92.1,113.8,88.1,85.5,88.5,94.9,99.2,127.3,6973.0,313.0,757.0,7416.0,2120.0,5296.0,5477.0,354.0,1667.0,6305.0,,,-0.1,-1.4,59.6,4.6,,,127.3,88.5,45.4,117.6,,,5296.0,483.0,1092.0,123.0,3843.0,162.0,70.0,92.0,103.0,20.3
12,2007JJ00,24066.0,14577.0,1295.0,777.0,518.0,1609.0,390.0,793.0,367.0,58.0,311.0,,311.0,368.0,297.0,4384.0,113.0,3785.0,486.0,760.0,252.0,2094.0,94.0,3113.0,9489.0,2837,1164.0,1198.0,107.0,367.0,6653.0,24665.0,15955.0,1392.0,837.0,558.0,1582.0,321.0,777.0,426.0,55.0,411.0,,411.0,376.0,354.0,4956.0,119.0,4263.0,570.0,897.0,281.0,2237.0,117.0,3374.0,8702.0,3143.0,1337.0,1319.0,108.0,359.0,5601.0,2.8,3.3,5.3,3.7,7.8,2.4,2.4,3.7,1.1,-7.1,1.0,,1.0,4.6,1.4,2.6,11.0,2.2,3.3,3.3,2.5,3.6,12.3,3.9,2.0,1.2,2.8,1.1,-2.6,-2.8,2.3,97.6,91.4,93.0,92.9,92.7,101.8,121.7,102.1,86.3,107.0,75.6,,75.6,97.8,83.8,88.5,94.6,88.8,85.2,84.8,89.7,93.6,80.2,92.3,109.0,90.3,87.0,90.8,99.7,102.3,118.8,6653.0,298.0,937.0,7291.0,2231.0,5060.0,5601.0,338.0,907.0,6158.0,,,2.3,-4.5,-45.6,-2.3,,,118.8,88.2,103.3,118.4,,,5060.0,592.0,1307.0,193.0,3353.0,159.0,71.0,88.0,100.6,-2.3
13,2008JJ00,24881.0,16079.0,1312.0,759.0,553.0,1937.0,380.0,1021.0,464.0,71.0,493.0,,493.0,390.0,312.0,4904.0,112.0,4284.0,508.0,805.0,261.0,2260.0,106.0,3300.0,8802.0,2980,1252.0,1254.0,107.0,366.0,5822.0,25487.0,16528.0,1405.0,821.0,587.0,1597.0,280.0,832.0,431.0,58.0,427.0,,427.0,389.0,360.0,5219.0,136.0,4461.0,619.0,920.0,288.0,2334.0,119.0,3499.0,8958.0,3202.0,1403.0,1331.0,105.0,347.0,5791.0,3.3,3.6,0.9,-2.0,5.3,1.0,-12.6,7.1,1.3,6.2,3.8,,3.8,3.5,1.5,5.3,14.0,4.6,8.5,2.5,2.6,4.3,1.6,3.7,2.9,1.9,4.9,0.9,-2.8,-3.3,3.4,97.6,97.3,93.4,92.6,94.1,121.3,135.7,122.7,107.7,122.7,115.4,,115.4,100.1,86.8,94.0,82.5,96.0,82.0,87.6,90.4,96.8,89.2,94.3,98.3,93.1,89.2,94.2,102.4,105.4,100.5,5822.0,309.0,1033.0,6546.0,2338.0,4207.0,5791.0,337.0,1019.0,6447.0,,,3.4,-0.5,12.3,4.7,,,100.5,91.8,101.4,101.5,,,4207.0,535.0,1500.0,210.0,2382.0,157.0,69.0,88.0,89.6,-11.0
14,2009JJ00,23264.0,15287.0,1381.0,831.0,550.0,1744.0,360.0,993.0,330.0,61.0,378.0,,378.0,411.0,330.0,4214.0,95.0,3648.0,472.0,838.0,276.0,2272.0,100.0,3344.0,7977.0,3114,1323.0,1331.0,108.0,351.0,4863.0,25945.0,16584.0,1492.0,902.0,594.0,1602.0,270.0,848.0,431.0,58.0,421.0,,421.0,408.0,369.0,5111.0,133.0,4354.0,624.0,936.0,299.0,2337.0,122.0,3518.0,9357.0,3257.0,1455.0,1356.0,101.0,334.0,6130.0,1.8,0.3,6.2,10.0,1.0,0.3,-3.6,2.0,0.1,-0.3,-1.5,,-1.5,5.0,2.7,-2.1,-1.8,-2.4,0.8,1.8,3.8,0.1,2.1,0.6,4.5,1.7,3.7,1.9,-3.4,-3.9,5.9,89.7,92.2,92.6,92.1,92.6,108.8,133.1,117.1,76.5,105.3,90.0,,90.0,100.6,89.3,82.4,71.2,83.8,75.6,89.5,92.1,97.2,82.1,95.0,85.2,95.6,90.9,98.1,106.9,105.2,79.3,4863.0,351.0,1037.0,5549.0,2360.0,3189.0,6130.0,345.0,944.0,6701.0,,,5.9,2.5,-7.3,3.9,,,79.3,101.7,109.8,82.8,,,3189.0,596.0,1465.0,192.0,1319.0,155.0,69.0,86.0,76.7,-14.3
15,2010JJ00,25475.0,15886.0,1426.0,850.0,576.0,1958.0,402.0,1080.0,409.0,67.0,417.0,,417.0,371.0,344.0,4438.0,102.0,3812.0,524.0,860.0,282.0,2320.0,108.0,3362.0,9589.0,3215,1381.0,1383.0,107.0,344.0,6375.0,26258.0,16909.0,1480.0,887.0,598.0,1794.0,317.0,951.0,456.0,65.0,507.0,,507.0,363.0,378.0,5095.0,122.0,4371.0,597.0,943.0,303.0,2385.0,118.0,3541.0,9335.0,3301.0,1493.0,1378.0,98.0,323.0,6053.0,1.2,2.0,-0.8,-1.7,0.7,12.0,17.3,12.1,5.7,12.3,20.6,,20.6,-11.2,2.3,-0.3,-8.2,0.4,-4.2,0.8,1.1,2.1,-3.1,0.7,-0.2,1.3,2.6,1.6,-3.1,-3.3,-1.2,97.0,94.0,96.4,95.8,96.4,109.2,126.8,113.5,89.7,103.9,82.2,,82.2,102.1,91.0,87.1,83.3,87.2,87.7,91.2,93.0,97.3,91.7,94.9,102.7,97.4,92.5,100.3,109.3,106.5,105.3,6375.0,355.0,1066.0,7086.0,2403.0,4683.0,6053.0,348.0,932.0,6608.0,,,-1.2,0.9,-1.3,-1.4,,,105.3,102.0,114.4,107.2,,,4683.0,546.0,1361.0,199.0,2975.0,153.0,68.0,85.0,98.3,28.1
16,2011JJ00,26021.0,17545.0,1511.0,880.0,631.0,2122.0,419.0,1121.0,513.0,69.0,521.0,,521.0,367.0,348.0,5529.0,122.0,4685.0,722.0,893.0,289.0,2428.0,108.0,3429.0,8476.0,3286,1460.0,1397.0,107.0,323.0,5189.0,26201.0,16944.0,1472.0,906.0,570.0,1741.0,323.0,898.0,457.0,59.0,509.0,,509.0,363.0,372.0,5073.0,126.0,4343.0,600.0,966.0,305.0,2451.0,119.0,3577.0,9249.0,3377.0,1570.0,1391.0,95.0,317.0,5900.0,-0.2,0.2,-0.6,2.1,-4.6,-2.9,2.0,-5.5,0.2,-9.2,0.3,,0.3,0.0,-1.5,-0.4,3.1,-0.6,0.4,2.5,0.7,2.8,0.9,1.0,-0.9,2.3,5.1,0.9,-3.2,-1.7,-2.5,99.3,103.5,102.6,97.1,110.7,121.9,129.7,124.8,112.4,116.5,102.4,,102.4,101.2,93.6,109.0,97.1,107.9,120.5,92.4,94.7,99.0,90.5,95.8,91.6,97.3,93.0,100.4,112.5,101.9,88.0,5189.0,361.0,1198.0,6026.0,2473.0,3553.0,5900.0,340.0,1105.0,6649.0,,,-2.5,-2.4,18.6,0.6,,,88.0,106.4,108.4,90.6,,,3553.0,579.0,1436.0,184.0,1721.0,152.0,67.0,85.0,84.2,-14.4
17,2012JJ00,26976.0,17894.0,1426.0,805.0,620.0,2117.0,408.0,1107.0,537.0,66.0,520.0,,520.0,362.0,359.0,5937.0,136.0,5092.0,709.0,897.0,290.0,2403.0,103.0,3479.0,9083.0,3413,1578.0,1437.0,88.0,311.0,5669.0,26124.0,16851.0,1436.0,885.0,556.0,1719.0,327.0,883.0,448.0,56.0,500.0,,500.0,360.0,377.0,5157.0,127.0,4424.0,602.0,954.0,299.0,2410.0,116.0,3517.0,9270.0,3498.0,1651.0,1438.0,92.0,316.0,5787.0,-0.3,-0.5,-2.4,-2.3,-2.6,-1.3,1.3,-1.6,-1.9,-5.5,-1.7,,-1.7,-0.8,1.3,1.7,0.6,1.9,0.4,-1.2,-1.8,-1.7,-2.6,-1.7,0.2,3.6,5.2,3.4,-3.4,-0.4,-1.9,103.3,106.2,99.3,91.0,111.7,123.1,124.6,125.3,119.8,118.2,103.9,,103.9,100.6,95.4,115.1,107.2,115.1,117.9,94.0,97.0,99.7,88.4,98.9,98.0,97.6,95.6,99.9,95.6,98.2,98.0,5669.0,347.0,1151.0,6473.0,2546.0,3927.0,5787.0,331.0,1100.0,6544.0,,,-1.9,-2.4,-0.4,-1.6,,,98.0,104.9,104.6,98.9,,,3927.0,573.0,1326.0,181.0,2209.0,149.0,66.0,83.0,90.8,7.9
18,2013JJ00,28408.0,18269.0,1551.0,898.0,652.0,2142.0,399.0,1110.0,565.0,67.0,489.0,,489.0,395.0,377.0,6102.0,147.0,5325.0,630.0,917.0,293.0,2446.0,100.0,3458.0,10139.0,3567,1647.0,1523.0,88.0,310.0,6572.0,26441.0,17046.0,1461.0,885.0,578.0,1741.0,329.0,881.0,471.0,56.0,502.0,,502.0,392.0,388.0,5256.0,124.0,4538.0,591.0,965.0,297.0,2407.0,108.0,3516.0,9394.0,3614.0,1708.0,1499.0,89.0,316.0,5795.0,1.2,1.2,1.7,0.0,4.0,1.3,0.5,-0.3,5.2,0.1,0.4,,0.4,8.7,3.1,1.9,-2.3,2.6,-1.8,1.1,-0.9,-0.1,-7.4,0.0,1.3,3.3,3.4,4.2,-2.5,0.0,0.1,107.4,107.2,106.1,101.5,112.9,123.0,121.4,126.1,119.9,119.8,97.4,,97.4,100.9,97.1,116.1,118.4,117.3,106.6,95.0,98.7,101.6,93.5,98.4,107.9,98.7,96.4,101.6,98.1,98.0,113.4,6572.0,310.0,1190.0,7452.0,2594.0,4857.0,5795.0,321.0,1140.0,6604.0,,,0.1,-3.0,3.6,0.9,,,113.4,96.4,104.4,112.8,,,4857.0,641.0,1321.0,140.0,3036.0,151.0,67.0,84.0,102.0,12.2
19,2014JJ00,27266.0,17325.0,1426.0,852.0,574.0,1907.0,368.0,854.0,624.0,61.0,503.0,,503.0,394.0,385.0,5389.0,136.0,4605.0,648.0,940.0,297.0,2495.0,102.0,3486.0,9941.0,3661,1716.0,1544.0,88.0,313.0,6280.0,26707.0,16816.0,1428.0,878.0,553.0,1697.0,335.0,769.0,536.0,57.0,513.0,,513.0,392.0,394.0,5111.0,131.0,4370.0,609.0,957.0,299.0,2435.0,103.0,3492.0,9887.0,3684.0,1763.0,1514.0,89.0,317.0,6204.0,1.0,-1.4,-2.3,-0.8,-4.3,-2.5,1.8,-12.7,13.7,2.8,2.3,,2.3,0.1,1.4,-2.8,5.9,-3.7,3.1,-0.7,0.7,1.2,-4.6,-0.7,5.3,1.9,3.3,1.0,-0.6,0.4,7.1,102.1,103.0,99.9,97.0,103.9,112.4,110.0,111.0,116.4,107.0,98.0,,98.0,100.6,97.7,105.4,103.9,105.4,106.3,98.2,99.4,102.5,99.5,99.8,100.5,99.4,97.3,102.0,99.0,98.6,101.2,6280.0,295.0,1076.0,7061.0,2585.0,4476.0,6204.0,309.0,1015.0,6910.0,,,7.1,-3.8,-11.0,4.6,,,101.2,95.4,106.0,102.2,,,4476.0,611.0,1261.0,124.0,2729.0,148.0,66.0,82.0,98.0,-3.9
20,2015JJ00,26933.0,16775.0,1495.0,875.0,619.0,1732.0,334.0,796.0,547.0,55.0,500.0,,500.0,393.0,387.0,5131.0,104.0,4500.0,527.0,985.0,308.0,2364.0,99.0,3382.0,10158.0,3743,1817.0,1525.0,89.0,312.0,6415.0,26933.0,16775.0,1495.0,875.0,619.0,1732.0,334.0,796.0,547.0,55.0,500.0,,500.0,393.0,387.0,5131.0,104.0,4500.0,527.0,985.0,308.0,2364.0,99.0,3382.0,10158.0,3743.0,1817.0,1525.0,89.0,312.0,6415.0,0.8,-0.2,4.7,-0.3,12.1,2.1,-0.2,3.5,2.0,-4.7,-2.7,,-2.7,0.4,-1.7,0.4,-20.8,3.0,-13.5,2.9,3.2,-2.9,-3.9,-3.1,2.7,1.6,3.0,0.7,0.7,-1.7,3.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6415.0,312.0,1050.0,7153.0,2567.0,4586.0,6415.0,312.0,1050.0,7153.0,,,3.4,0.9,3.5,3.5,,,100.0,100.0,100.0,100.0,,,4586.0,644.0,1157.0,155.0,2939.0,146.0,65.0,81.0,100.0,2.1
21,2016JJ00,27246.0,16593.0,1566.0,954.0,612.0,1439.0,307.0,581.0,506.0,45.0,418.0,,418.0,387.0,401.0,5207.0,111.0,4543.0,553.0,1010.0,307.0,2370.0,96.0,3392.0,10653.0,3820,1888.0,1528.0,91.0,314.0,6833.0,27431.0,17059.0,1490.0,904.0,586.0,1745.0,341.0,798.0,552.0,54.0,496.0,,496.0,383.0,401.0,5390.0,108.0,4741.0,541.0,993.0,305.0,2367.0,95.0,3393.0,10373.0,3796.0,1858.0,1538.0,91.0,309.0,6577.0,1.9,1.7,-0.3,3.3,-5.4,0.8,2.1,0.2,1.0,-1.2,-0.7,,-0.7,-2.5,3.6,5.1,4.1,5.4,2.7,0.8,-1.1,0.1,-3.7,0.3,2.1,1.4,2.2,0.9,1.3,-1.0,2.5,99.3,97.3,105.2,105.6,104.5,82.5,90.1,72.8,91.6,83.3,84.3,,84.3,101.0,100.0,96.6,102.9,95.8,102.1,101.6,100.6,100.1,101.0,100.0,102.7,100.6,101.6,99.3,100.0,101.8,103.9,6833.0,319.0,882.0,7395.0,2635.0,4760.0,6577.0,312.0,861.0,7126.0,,,2.5,0.1,-18.0,-0.4,,,103.9,102.2,102.3,103.8,,,4760.0,699.0,1049.0,106.0,3118.0,149.0,66.0,83.0,100.7,0.7
22,2017JJ00,28937.0,17193.0,1761.0,1079.0,683.0,1557.0,311.0,644.0,548.0,54.0,425.0,,425.0,402.0,403.0,5297.0,122.0,4619.0,555.0,1011.0,312.0,2460.0,95.0,3470.0,11744.0,3869,1946.0,1506.0,94.0,323.0,7875.0,27652.0,17269.0,1582.0,913.0,669.0,1739.0,337.0,796.0,552.0,54.0,521.0,,521.0,401.0,400.0,5384.0,127.0,4669.0,584.0,986.0,308.0,2394.0,87.0,3459.0,10387.0,3815.0,1898.0,1516.0,92.0,308.0,6573.0,0.8,1.2,6.2,1.0,14.3,-0.4,-1.2,-0.2,-0.1,-0.1,5.0,,5.0,4.6,-0.2,-0.1,17.3,-1.5,7.9,-0.8,1.0,1.2,-7.9,2.0,0.1,0.5,2.2,-1.5,1.3,-0.2,-0.1,104.6,99.6,111.4,118.2,102.0,89.5,92.3,80.9,99.2,100.0,81.6,,81.6,100.3,100.8,98.4,96.1,98.9,95.1,102.5,101.2,102.7,108.4,100.3,113.1,101.4,102.5,99.3,102.0,104.9,119.8,7875.0,340.0,886.0,8421.0,2733.0,5687.0,6573.0,316.0,856.0,7114.0,,,-0.1,1.2,-0.6,-0.2,,,119.8,107.6,103.4,118.4,,,5687.0,760.0,934.0,102.0,4095.0,153.0,68.0,85.0,110.7,9.9
23,2018JJ00,28162.0,17437.0,1695.0,968.0,727.0,1644.0,321.0,684.0,578.0,61.0,423.0,,423.0,370.0,402.0,5511.0,128.0,4788.0,595.0,1001.0,323.0,2455.0,89.0,3523.0,10725.0,3991,2029.0,1528.0,93.0,341.0,6734.0,27126.0,17033.0,1608.0,911.0,700.0,1660.0,318.0,760.0,530.0,51.0,498.0,,498.0,369.0,391.0,5351.0,110.0,4711.0,523.0,968.0,314.0,2343.0,83.0,3427.0,10108.0,3878.0,1963.0,1511.0,92.0,311.0,6255.0,-1.9,-1.4,1.7,-0.2,4.6,-4.5,-5.6,-4.5,-3.9,-4.6,-4.3,,-4.3,-7.9,-2.2,-0.6,-13.2,0.9,-10.5,-1.7,1.9,-2.1,-5.3,-0.9,-2.7,1.7,3.4,-0.3,0.3,0.8,-4.8,103.8,102.4,105.4,106.3,103.9,99.0,100.7,89.9,109.0,119.5,84.9,,84.9,100.3,102.8,103.0,115.9,101.6,113.9,103.4,103.0,104.8,107.0,102.8,106.1,102.9,103.4,101.1,101.0,109.6,107.7,6734.0,346.0,955.0,7343.0,2897.0,4447.0,6255.0,320.0,918.0,6842.0,,,-4.8,1.3,7.2,-3.8,,,107.7,108.2,104.0,107.3,,,4447.0,713.0,857.0,99.0,2976.0,156.0,70.0,87.0,92.0,-16.9
24,2019JJ00,29133.0,17878.0,1704.0,943.0,761.0,1669.0,331.0,696.0,591.0,51.0,418.0,,418.0,375.0,433.0,5685.0,135.0,4936.0,614.0,1043.0,325.0,2505.0,81.0,3640.0,11255.0,4209,2197.0,1563.0,95.0,354.0,7045.0,27538.0,17191.0,1599.0,889.0,713.0,1695.0,320.0,789.0,535.0,53.0,475.0,,475.0,374.0,416.0,5429.0,110.0,4794.0,520.0,975.0,321.0,2326.0,82.0,3475.0,10359.0,3968.0,2043.0,1514.0,92.0,316.0,6417.0,1.5,0.9,-0.5,-2.4,1.9,2.1,0.6,3.8,0.9,3.3,-4.7,,-4.7,1.3,6.5,1.5,-0.6,1.8,-0.6,0.7,2.2,-0.7,-1.1,1.4,2.5,2.3,4.1,0.2,0.5,1.6,2.6,105.8,104.0,106.6,106.1,106.7,98.4,103.2,88.2,110.4,96.9,88.0,,88.0,100.3,104.0,104.7,122.8,103.0,118.2,107.0,101.3,107.7,98.5,104.8,108.7,106.1,107.5,103.2,103.0,111.9,109.8,7045.0,354.0,987.0,7679.0,3075.0,4604.0,6417.0,328.0,946.0,7023.0,,,2.6,2.5,3.1,2.6,,,109.8,107.7,104.3,109.3,,,4604.0,692.0,772.0,89.0,3229.0,158.0,72.0,86.0,92.4,0.4
25,2020JJ00,28236.0,17664.0,1698.0,993.0,705.0,1405.0,288.0,559.0,525.0,33.0,383.0,,383.0,383.0,443.0,5664.0,139.0,4883.0,642.0,1040.0,336.0,2530.0,74.0,3708.0,10572.0,4390,2299.0,1632.0,97.0,363.0,6182.0,27473.0,17101.0,1536.0,896.0,644.0,1695.0,322.0,785.0,539.0,49.0,482.0,,482.0,382.0,419.0,5412.0,117.0,4746.0,539.0,960.0,327.0,2322.0,77.0,3470.0,10381.0,4059.0,2124.0,1523.0,93.0,317.0,6351.0,-0.2,-0.5,-3.9,0.7,-9.7,0.0,0.6,-0.5,0.8,-7.9,1.4,,1.4,2.1,0.7,-0.3,7.1,-1.0,3.7,-1.6,1.8,-0.2,-6.2,-0.1,0.2,2.3,3.9,0.6,0.7,0.3,-1.0,102.8,103.3,110.5,110.8,109.5,82.9,89.5,71.1,97.4,68.2,79.5,,79.5,100.3,105.7,104.7,118.7,102.9,119.2,108.4,102.7,109.0,96.6,106.9,101.8,108.1,108.2,107.2,104.0,114.5,97.3,6182.0,355.0,1464.0,7290.0,3195.0,4096.0,6351.0,336.0,1033.0,7032.0,,,-1.0,2.3,9.1,0.1,,,97.3,105.8,141.7,103.7,,,4096.0,686.0,738.0,84.0,2756.0,157.0,74.0,83.0,86.5,-6.4
26,2021JJ00,30610.0,19606.0,1813.0,1119.0,694.0,2039.0,424.0,897.0,639.0,79.0,569.0,,569.0,378.0,436.0,6214.0,134.0,5456.0,624.0,1076.0,351.0,2638.0,68.0,4023.0,11004.0,4587,2420.0,1681.0,100.0,385.0,6417.0,27769.0,17202.0,1548.0,946.0,606.0,1729.0,322.0,814.0,549.0,47.0,497.0,,497.0,375.0,400.0,5254.0,112.0,4604.0,527.0,963.0,336.0,2367.0,70.0,3646.0,10578.0,4122.0,2187.0,1520.0,93.0,318.0,6487.0,1.1,0.6,0.8,5.5,-6.0,2.0,-0.1,3.7,1.7,-3.0,3.2,,3.2,-1.8,-4.5,-2.9,-4.2,-3.0,-2.2,0.4,2.7,1.9,-8.2,5.1,1.9,1.5,3.0,-0.2,0.4,0.4,2.1,110.2,114.0,117.1,118.4,114.6,117.9,131.6,110.2,116.4,167.6,114.5,,114.5,100.8,108.9,118.3,119.3,118.5,118.4,111.7,104.7,111.5,97.2,110.3,104.0,111.3,110.7,110.6,107.3,121.0,98.9,6417.0,323.0,1662.0,7757.0,3303.0,4454.0,6487.0,309.0,1045.0,7204.0,,,2.1,-8.1,1.2,2.4,,,98.9,104.6,159.1,107.7,,,4454.0,728.0,698.0,84.0,3112.0,158.0,74.0,84.0,88.8,2.7
