ID,BedrijfstakkenBranchesSBI2008,Milieudomeinen,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
62,300025,10000 ,2006JJ00,100.8,24955.0,10405.0
63,300025,10000 ,2007JJ00,103.8,26692.0,11246.0
64,300025,10000 ,2008JJ00,106.2,29178.0,12139.0
65,300025,10000 ,2009JJ00,108.1,28513.0,11690.0
66,300025,10000 ,2010JJ00,107.1,30504.0,13340.0
67,300025,10000 ,2011JJ00,107.8,32599.0,13800.0
68,300025,10100 ,1995JJ00,50.9,8737.0,4284.0
69,300025,10100 ,1996JJ00,52.4,9052.0,4394.0
70,300025,10100 ,1997JJ00,53.0,9413.0,4433.0
71,300025,10100 ,1998JJ00,56.3,10336.0,4763.0
72,300025,10100 ,1999JJ00,59.8,11445.0,5148.0
73,300025,10100 ,2000JJ00,61.1,12574.0,5670.0
74,300025,10100 ,2001JJ00,64.7,13560.0,5902.0
75,300025,10100 ,2002JJ00,66.2,14640.0,6245.0
76,300025,10100 ,2003JJ00,69.2,15685.0,6644.0
77,300025,10100 ,2004JJ00,68.0,16210.0,6928.0
78,300025,10100 ,2005JJ00,69.2,16404.0,6974.0
79,300025,10100 ,2006JJ00,70.1,17686.0,7708.0
80,300025,10100 ,2007JJ00,71.2,18689.0,8147.0
81,300025,10100 ,2008JJ00,70.8,19823.0,8471.0
82,300025,10100 ,2009JJ00,70.1,19235.0,8068.0
83,300025,10100 ,2010JJ00,69.3,20789.0,9590.0
84,300025,10100 ,2011JJ00,68.8,21278.0,9763.0
85,300025,10700 ,1995JJ00,20.7,3232.0,1236.0
86,300025,10700 ,1996JJ00,22.8,3841.0,1438.0
87,300025,10700 ,1997JJ00,24.5,4220.0,1578.0
88,300025,10700 ,1998JJ00,25.2,4387.0,1641.0
89,300025,10700 ,1999JJ00,24.7,4788.0,1794.0
90,300025,10700 ,2000JJ00,26.4,5174.0,1900.0
91,300025,10700 ,2001JJ00,28.3,5651.0,2092.0
92,300025,10700 ,2002JJ00,30.1,6077.0,2250.0
93,300025,10700 ,2003JJ00,30.4,6507.0,2342.0
94,300025,10700 ,2004JJ00,29.8,6395.0,2413.0
95,300025,10700 ,2005JJ00,30.5,6622.0,2385.0
96,300025,10700 ,2006JJ00,30.7,7269.0,2697.0
97,300025,10700 ,2007JJ00,32.6,8003.0,3099.0
98,300025,10700 ,2008JJ00,35.4,9355.0,3668.0
99,300025,10700 ,2009JJ00,38.0,9278.0,3622.0
100,300025,10700 ,2010JJ00,37.8,9715.0,3751.0
101,300025,10700 ,2011JJ00,39.0,11322.0,4038.0
102,301000,10000 ,1995JJ00,1.0,142.0,67.0
103,301000,10000 ,1996JJ00,1.1,176.0,78.0
104,301000,10000 ,1997JJ00,1.2,220.0,103.0
105,301000,10000 ,1998JJ00,1.6,236.0,103.0
106,301000,10000 ,1999JJ00,2.0,265.0,109.0
107,301000,10000 ,2000JJ00,2.3,376.0,163.0
108,301000,10000 ,2001JJ00,2.4,422.0,174.0
109,301000,10000 ,2002JJ00,2.5,472.0,189.0
110,301000,10000 ,2003JJ00,2.7,537.0,221.0
111,301000,10000 ,2004JJ00,2.8,605.0,228.0
112,301000,10000 ,2005JJ00,2.8,654.0,247.0
113,301000,10000 ,2006JJ00,3.0,827.0,338.0
114,301000,10000 ,2007JJ00,3.2,911.0,371.0
115,301000,10000 ,2008JJ00,3.4,1077.0,415.0
116,301000,10000 ,2009JJ00,3.6,1078.0,398.0
117,301000,10000 ,2010JJ00,3.7,1409.0,577.0
118,301000,10000 ,2011JJ00,3.8,1421.0,547.0
119,301000,10100 ,1995JJ00,1.0,139.0,66.0
120,301000,10100 ,1996JJ00,1.1,172.0,78.0
121,301000,10100 ,1997JJ00,1.2,215.0,103.0
122,301000,10100 ,1998JJ00,1.6,230.0,103.0
123,301000,10100 ,1999JJ00,2.0,258.0,109.0
124,301000,10100 ,2000JJ00,2.2,366.0,162.0
125,301000,10100 ,2001JJ00,2.4,412.0,173.0
126,301000,10100 ,2002JJ00,2.4,456.0,187.0
127,301000,10100 ,2003JJ00,2.6,510.0,216.0
128,301000,10100 ,2004JJ00,2.6,569.0,220.0
129,301000,10100 ,2005JJ00,2.7,609.0,233.0
130,301000,10100 ,2006JJ00,2.7,753.0,298.0
131,301000,10100 ,2007JJ00,2.8,809.0,303.0
132,301000,10100 ,2008JJ00,2.9,941.0,309.0
133,301000,10100 ,2009JJ00,3.0,947.0,295.0
134,301000,10100 ,2010JJ00,3.1,1288.0,478.0
135,301000,10100 ,2011JJ00,3.3,1280.0,435.0
136,301000,10700 ,1995JJ00,0.0,3.0,0.0
137,301000,10700 ,1996JJ00,0.0,4.0,0.0
138,301000,10700 ,1997JJ00,0.0,5.0,0.0
139,301000,10700 ,1998JJ00,0.0,6.0,0.0
140,301000,10700 ,1999JJ00,0.0,7.0,0.0
141,301000,10700 ,2000JJ00,0.0,10.0,1.0
142,301000,10700 ,2001JJ00,0.0,10.0,1.0
143,301000,10700 ,2002JJ00,0.1,16.0,2.0
144,301000,10700 ,2003JJ00,0.1,27.0,5.0
145,301000,10700 ,2004JJ00,0.1,36.0,8.0
146,301000,10700 ,2005JJ00,0.2,45.0,14.0
147,301000,10700 ,2006JJ00,0.3,73.0,40.0
148,301000,10700 ,2007JJ00,0.4,101.0,68.0
149,301000,10700 ,2008JJ00,0.5,136.0,106.0
150,301000,10700 ,2009JJ00,0.6,131.0,104.0
151,301000,10700 ,2010JJ00,0.5,122.0,99.0
152,301000,10700 ,2011JJ00,0.6,141.0,112.0
153,300002,10000 ,1995JJ00,,,
154,300002,10000 ,1996JJ00,,,
155,300002,10000 ,1997JJ00,,,
156,300002,10000 ,1998JJ00,,,
157,300002,10000 ,1999JJ00,,,
158,300002,10000 ,2000JJ00,,,
159,300002,10000 ,2001JJ00,,,
160,300002,10000 ,2002JJ00,,,
161,300002,10000 ,2003JJ00,,,
162,300002,10000 ,2004JJ00,,,
163,300002,10000 ,2005JJ00,,,
164,300002,10000 ,2006JJ00,,,
165,300002,10000 ,2007JJ00,,,
166,300002,10000 ,2008JJ00,,,
167,300002,10000 ,2009JJ00,,,
168,300002,10000 ,2010JJ00,,,
169,300002,10000 ,2011JJ00,,,
170,300002,10100 ,1995JJ00,,,
171,300002,10100 ,1996JJ00,,,
172,300002,10100 ,1997JJ00,,,
173,300002,10100 ,1998JJ00,,,
174,300002,10100 ,1999JJ00,,,
175,300002,10100 ,2000JJ00,,,
176,300002,10100 ,2001JJ00,,,
177,300002,10100 ,2002JJ00,,,
178,300002,10100 ,2003JJ00,,,
179,300002,10100 ,2004JJ00,,,
180,300002,10100 ,2005JJ00,,,
181,300002,10100 ,2006JJ00,,,
182,300002,10100 ,2007JJ00,,,
183,300002,10100 ,2008JJ00,,,
184,300002,10100 ,2009JJ00,,,
185,300002,10100 ,2010JJ00,,,
186,300002,10100 ,2011JJ00,,,
187,300002,10700 ,1995JJ00,,,
188,300002,10700 ,1996JJ00,,,
189,300002,10700 ,1997JJ00,,,
190,300002,10700 ,1998JJ00,,,
191,300002,10700 ,1999JJ00,,,
192,300002,10700 ,2000JJ00,,,
193,300002,10700 ,2001JJ00,,,
194,300002,10700 ,2002JJ00,,,
195,300002,10700 ,2003JJ00,,,
196,300002,10700 ,2004JJ00,,,
197,300002,10700 ,2005JJ00,,,
198,300002,10700 ,2006JJ00,,,
199,300002,10700 ,2007JJ00,,,
200,300002,10700 ,2008JJ00,,,
201,300002,10700 ,2009JJ00,,,
202,300002,10700 ,2010JJ00,,,
203,300002,10700 ,2011JJ00,,,
204,305700,10000 ,1995JJ00,,,
205,305700,10000 ,1996JJ00,,,
206,305700,10000 ,1997JJ00,,,
207,305700,10000 ,1998JJ00,,,
208,305700,10000 ,1999JJ00,,,
209,305700,10000 ,2000JJ00,,,
210,305700,10000 ,2001JJ00,,,
211,305700,10000 ,2002JJ00,,,
212,305700,10000 ,2003JJ00,,,
213,305700,10000 ,2004JJ00,,,
214,305700,10000 ,2005JJ00,,,
215,305700,10000 ,2006JJ00,,,
216,305700,10000 ,2007JJ00,,,
217,305700,10000 ,2008JJ00,,,
218,305700,10000 ,2009JJ00,,,
219,305700,10000 ,2010JJ00,,,
220,305700,10000 ,2011JJ00,,,
221,305700,10100 ,1995JJ00,,,
222,305700,10100 ,1996JJ00,,,
223,305700,10100 ,1997JJ00,,,
224,305700,10100 ,1998JJ00,,,
225,305700,10100 ,1999JJ00,,,
226,305700,10100 ,2000JJ00,,,
227,305700,10100 ,2001JJ00,,,
228,305700,10100 ,2002JJ00,,,
229,305700,10100 ,2003JJ00,,,
230,305700,10100 ,2004JJ00,,,
231,305700,10100 ,2005JJ00,,,
232,305700,10100 ,2006JJ00,,,
233,305700,10100 ,2007JJ00,,,
234,305700,10100 ,2008JJ00,,,
235,305700,10100 ,2009JJ00,,,
236,305700,10100 ,2010JJ00,,,
237,305700,10100 ,2011JJ00,,,
238,305700,10700 ,1995JJ00,,,
239,305700,10700 ,1996JJ00,,,
240,305700,10700 ,1997JJ00,,,
241,305700,10700 ,1998JJ00,,,
242,305700,10700 ,1999JJ00,,,
243,305700,10700 ,2000JJ00,,,
244,305700,10700 ,2001JJ00,,,
245,305700,10700 ,2002JJ00,,,
246,305700,10700 ,2003JJ00,,,
247,305700,10700 ,2004JJ00,,,
248,305700,10700 ,2005JJ00,,,
249,305700,10700 ,2006JJ00,,,
250,305700,10700 ,2007JJ00,,,
251,305700,10700 ,2008JJ00,,,
252,305700,10700 ,2009JJ00,,,
253,305700,10700 ,2010JJ00,,,
254,305700,10700 ,2011JJ00,,,
255,307500,10000 ,1995JJ00,7.1,1896.0,530.0
256,307500,10000 ,1996JJ00,8.2,2320.0,669.0
257,307500,10000 ,1997JJ00,8.7,2538.0,721.0
258,307500,10000 ,1998JJ00,8.8,2541.0,717.0
259,307500,10000 ,1999JJ00,9.3,2673.0,770.0
260,307500,10000 ,2000JJ00,9.4,2784.0,778.0
261,307500,10000 ,2001JJ00,10.0,3047.0,857.0
262,307500,10000 ,2002JJ00,11.2,3535.0,981.0
263,307500,10000 ,2003JJ00,11.6,3789.0,1040.0
264,307500,10000 ,2004JJ00,10.2,3169.0,920.0
265,307500,10000 ,2005JJ00,10.6,3389.0,913.0
266,307500,10000 ,2006JJ00,10.9,3496.0,946.0
267,307500,10000 ,2007JJ00,11.6,3860.0,1014.0
268,307500,10000 ,2008JJ00,12.3,4242.0,1036.0
269,307500,10000 ,2009JJ00,12.5,3573.0,1008.0
270,307500,10000 ,2010JJ00,12.9,3774.0,1054.0
271,307500,10000 ,2011JJ00,12.9,4489.0,1057.0
272,307500,10100 ,1995JJ00,3.9,829.0,243.0
273,307500,10100 ,1996JJ00,4.0,849.0,253.0
274,307500,10100 ,1997JJ00,4.0,857.0,247.0
275,307500,10100 ,1998JJ00,4.1,893.0,261.0
276,307500,10100 ,1999JJ00,4.7,1007.0,303.0
277,307500,10100 ,2000JJ00,4.6,1013.0,299.0
278,307500,10100 ,2001JJ00,5.0,1135.0,327.0
279,307500,10100 ,2002JJ00,5.3,1283.0,344.0
280,307500,10100 ,2003JJ00,5.4,1313.0,357.0
281,307500,10100 ,2004JJ00,4.9,1213.0,317.0
282,307500,10100 ,2005JJ00,5.4,1427.0,350.0
283,307500,10100 ,2006JJ00,5.5,1425.0,369.0
284,307500,10100 ,2007JJ00,5.5,1457.0,367.0
285,307500,10100 ,2008JJ00,5.6,1483.0,333.0
286,307500,10100 ,2009JJ00,5.5,1164.0,357.0
287,307500,10100 ,2010JJ00,5.5,1216.0,385.0
288,307500,10100 ,2011JJ00,5.5,1401.0,414.0
289,307500,10700 ,1995JJ00,3.2,1067.0,287.0
290,307500,10700 ,1996JJ00,4.2,1472.0,416.0
291,307500,10700 ,1997JJ00,4.7,1681.0,474.0
292,307500,10700 ,1998JJ00,4.7,1648.0,456.0
293,307500,10700 ,1999JJ00,4.6,1667.0,467.0
294,307500,10700 ,2000JJ00,4.8,1771.0,479.0
295,307500,10700 ,2001JJ00,5.0,1912.0,530.0
296,307500,10700 ,2002JJ00,5.9,2251.0,637.0
297,307500,10700 ,2003JJ00,6.2,2475.0,683.0
298,307500,10700 ,2004JJ00,5.3,1955.0,603.0
299,307500,10700 ,2005JJ00,5.2,1963.0,564.0
300,307500,10700 ,2006JJ00,5.4,2071.0,577.0
301,307500,10700 ,2007JJ00,6.1,2402.0,647.0
302,307500,10700 ,2008JJ00,6.7,2759.0,703.0
303,307500,10700 ,2009JJ00,7.1,2409.0,651.0
304,307500,10700 ,2010JJ00,7.4,2558.0,668.0
305,307500,10700 ,2011JJ00,7.3,3089.0,643.0
306,346600,10000 ,1995JJ00,0.1,26.0,15.0
307,346600,10000 ,1996JJ00,0.1,29.0,13.0
308,346600,10000 ,1997JJ00,0.1,32.0,15.0
309,346600,10000 ,1998JJ00,0.1,42.0,16.0
310,346600,10000 ,1999JJ00,0.1,41.0,13.0
311,346600,10000 ,2000JJ00,0.1,55.0,9.0
312,346600,10000 ,2001JJ00,0.2,77.0,9.0
313,346600,10000 ,2002JJ00,0.2,110.0,7.0
314,346600,10000 ,2003JJ00,0.2,105.0,14.0
315,346600,10000 ,2004JJ00,0.3,163.0,15.0
316,346600,10000 ,2005JJ00,0.5,313.0,-35.0
317,346600,10000 ,2006JJ00,0.6,435.0,71.0
318,346600,10000 ,2007JJ00,0.6,386.0,213.0
319,346600,10000 ,2008JJ00,0.8,568.0,419.0
320,346600,10000 ,2009JJ00,0.9,646.0,370.0
321,346600,10000 ,2010JJ00,0.9,655.0,374.0
322,346600,10000 ,2011JJ00,1.1,758.0,416.0
323,346600,10100 ,1995JJ00,,,
324,346600,10100 ,1996JJ00,,,
325,346600,10100 ,1997JJ00,,,
326,346600,10100 ,1998JJ00,,,
327,346600,10100 ,1999JJ00,,,
328,346600,10100 ,2000JJ00,,,
329,346600,10100 ,2001JJ00,,,
330,346600,10100 ,2002JJ00,,,
331,346600,10100 ,2003JJ00,,,
332,346600,10100 ,2004JJ00,,,
333,346600,10100 ,2005JJ00,,,
334,346600,10100 ,2006JJ00,,,
335,346600,10100 ,2007JJ00,,,
336,346600,10100 ,2008JJ00,,,
337,346600,10100 ,2009JJ00,,,
338,346600,10100 ,2010JJ00,,,
339,346600,10100 ,2011JJ00,,,
340,346600,10700 ,1995JJ00,0.1,26.0,15.0
341,346600,10700 ,1996JJ00,0.1,29.0,13.0
342,346600,10700 ,1997JJ00,0.1,32.0,15.0
343,346600,10700 ,1998JJ00,0.1,42.0,16.0
344,346600,10700 ,1999JJ00,0.1,41.0,13.0
345,346600,10700 ,2000JJ00,0.1,55.0,9.0
346,346600,10700 ,2001JJ00,0.2,77.0,9.0
347,346600,10700 ,2002JJ00,0.2,110.0,7.0
348,346600,10700 ,2003JJ00,0.2,105.0,14.0
349,346600,10700 ,2004JJ00,0.3,163.0,15.0
350,346600,10700 ,2005JJ00,0.5,313.0,-35.0
351,346600,10700 ,2006JJ00,0.6,435.0,71.0
352,346600,10700 ,2007JJ00,0.6,386.0,213.0
353,346600,10700 ,2008JJ00,0.8,568.0,419.0
354,346600,10700 ,2009JJ00,0.9,646.0,370.0
355,346600,10700 ,2010JJ00,0.9,655.0,374.0
356,346600,10700 ,2011JJ00,1.1,758.0,416.0
357,348000,10000 ,1995JJ00,22.1,4197.0,1628.0
358,348000,10000 ,1996JJ00,23.2,4544.0,1751.0
359,348000,10000 ,1997JJ00,25.0,5126.0,1990.0
360,348000,10000 ,1998JJ00,26.4,5681.0,2111.0
361,348000,10000 ,1999JJ00,27.0,6369.0,2414.0
362,348000,10000 ,2000JJ00,27.7,6974.0,2620.0
363,348000,10000 ,2001JJ00,28.8,7372.0,2727.0
364,348000,10000 ,2002JJ00,30.1,7955.0,2920.0
365,348000,10000 ,2003JJ00,31.1,8536.0,3187.0
366,348000,10000 ,2004JJ00,29.9,8761.0,3192.0
367,348000,10000 ,2005JJ00,29.6,8530.0,3082.0
368,348000,10000 ,2006JJ00,29.1,9047.0,3338.0
369,348000,10000 ,2007JJ00,29.5,9506.0,3501.0
370,348000,10000 ,2008JJ00,29.7,10430.0,3748.0
371,348000,10000 ,2009JJ00,30.9,10480.0,3757.0
372,348000,10000 ,2010JJ00,30.7,10865.0,3866.0
373,348000,10000 ,2011JJ00,30.5,11616.0,4006.0
374,348000,10100 ,1995JJ00,20.4,3822.0,1506.0
375,348000,10100 ,1996JJ00,21.0,4081.0,1600.0
376,348000,10100 ,1997JJ00,22.3,4555.0,1805.0
377,348000,10100 ,1998JJ00,23.3,5084.0,1927.0
378,348000,10100 ,1999JJ00,24.1,5559.0,2143.0
379,348000,10100 ,2000JJ00,24.8,6138.0,2354.0
380,348000,10100 ,2001JJ00,25.8,6518.0,2465.0
381,348000,10100 ,2002JJ00,26.7,7093.0,2664.0
382,348000,10100 ,2003JJ00,27.7,7638.0,2906.0
383,348000,10100 ,2004JJ00,26.7,7749.0,2866.0
384,348000,10100 ,2005JJ00,26.3,7457.0,2731.0
385,348000,10100 ,2006JJ00,25.9,7801.0,2876.0
386,348000,10100 ,2007JJ00,26.2,8187.0,3021.0
387,348000,10100 ,2008JJ00,26.4,8961.0,3243.0
388,348000,10100 ,2009JJ00,27.4,9232.0,3336.0
389,348000,10100 ,2010JJ00,27.1,9307.0,3377.0
390,348000,10100 ,2011JJ00,26.4,9388.0,3309.0
391,348000,10700 ,1995JJ00,1.7,375.0,122.0
392,348000,10700 ,1996JJ00,2.2,463.0,151.0
393,348000,10700 ,1997JJ00,2.7,571.0,185.0
394,348000,10700 ,1998JJ00,3.0,597.0,184.0
395,348000,10700 ,1999JJ00,2.9,810.0,271.0
396,348000,10700 ,2000JJ00,2.9,836.0,266.0
397,348000,10700 ,2001JJ00,3.1,854.0,262.0
398,348000,10700 ,2002JJ00,3.3,862.0,256.0
399,348000,10700 ,2003JJ00,3.4,898.0,281.0
400,348000,10700 ,2004JJ00,3.2,1012.0,326.0
401,348000,10700 ,2005JJ00,3.2,1073.0,351.0
402,348000,10700 ,2006JJ00,3.2,1246.0,462.0
403,348000,10700 ,2007JJ00,3.3,1319.0,480.0
404,348000,10700 ,2008JJ00,3.3,1469.0,505.0
405,348000,10700 ,2009JJ00,3.5,1248.0,421.0
406,348000,10700 ,2010JJ00,3.6,1558.0,489.0
407,348000,10700 ,2011JJ00,4.1,2228.0,697.0
408,350000,10000 ,1995JJ00,13.6,1724.0,599.0
409,350000,10000 ,1996JJ00,13.0,1679.0,584.0
410,350000,10000 ,1997JJ00,13.3,1746.0,613.0
411,350000,10000 ,1998JJ00,13.4,1841.0,642.0
412,350000,10000 ,1999JJ00,14.1,2023.0,706.0
413,350000,10000 ,2000JJ00,14.4,2229.0,777.0
414,350000,10000 ,2001JJ00,15.9,2532.0,888.0
415,350000,10000 ,2002JJ00,15.2,2492.0,874.0
416,350000,10000 ,2003JJ00,16.1,2789.0,953.0
417,350000,10000 ,2004JJ00,16.8,2950.0,986.0
418,350000,10000 ,2005JJ00,17.5,3163.0,1039.0
419,350000,10000 ,2006JJ00,18.4,3534.0,1124.0
420,350000,10000 ,2007JJ00,20.2,3964.0,1265.0
421,350000,10000 ,2008JJ00,19.4,4001.0,1299.0
422,350000,10000 ,2009JJ00,19.5,4089.0,1303.0
423,350000,10000 ,2010JJ00,17.6,3554.0,1142.0
424,350000,10000 ,2011JJ00,17.8,3638.0,1180.0
425,350000,10100 ,1995JJ00,7.3,1040.0,338.0
426,350000,10100 ,1996JJ00,6.8,986.0,321.0
427,350000,10100 ,1997JJ00,6.7,1025.0,333.0
428,350000,10100 ,1998JJ00,6.8,1071.0,345.0
429,350000,10100 ,1999JJ00,7.2,1190.0,379.0
430,350000,10100 ,2000JJ00,7.2,1302.0,412.0
431,350000,10100 ,2001JJ00,8.1,1518.0,479.0
432,350000,10100 ,2002JJ00,8.1,1567.0,494.0
433,350000,10100 ,2003JJ00,9.7,1919.0,595.0
434,350000,10100 ,2004JJ00,9.7,1993.0,598.0
435,350000,10100 ,2005JJ00,10.7,2218.0,656.0
436,350000,10100 ,2006JJ00,10.9,2387.0,693.0
437,350000,10100 ,2007JJ00,11.5,2616.0,746.0
438,350000,10100 ,2008JJ00,10.9,2550.0,717.0
439,350000,10100 ,2009JJ00,10.1,2516.0,702.0
440,350000,10100 ,2010JJ00,9.4,2227.0,628.0
441,350000,10100 ,2011JJ00,9.1,2172.0,627.0
442,350000,10700 ,1995JJ00,6.4,684.0,261.0
443,350000,10700 ,1996JJ00,6.2,694.0,263.0
444,350000,10700 ,1997JJ00,6.5,721.0,280.0
445,350000,10700 ,1998JJ00,6.7,770.0,297.0
446,350000,10700 ,1999JJ00,6.9,833.0,327.0
447,350000,10700 ,2000JJ00,7.2,926.0,365.0
448,350000,10700 ,2001JJ00,7.8,1014.0,409.0
449,350000,10700 ,2002JJ00,7.1,924.0,381.0
450,350000,10700 ,2003JJ00,6.5,870.0,357.0
451,350000,10700 ,2004JJ00,7.1,957.0,388.0
452,350000,10700 ,2005JJ00,6.9,946.0,384.0
453,350000,10700 ,2006JJ00,7.5,1147.0,431.0
454,350000,10700 ,2007JJ00,8.7,1348.0,519.0
455,350000,10700 ,2008JJ00,8.6,1451.0,582.0
456,350000,10700 ,2009JJ00,9.4,1572.0,601.0
457,350000,10700 ,2010JJ00,8.3,1327.0,514.0
458,350000,10700 ,2011JJ00,8.6,1466.0,553.0
459,300006,10000 ,1995JJ00,9.3,1995.0,1573.0
460,300006,10000 ,1996JJ00,9.9,1991.0,1538.0
461,300006,10000 ,1997JJ00,10.5,1849.0,1381.0
462,300006,10000 ,1998JJ00,10.8,2009.0,1492.0
463,300006,10000 ,1999JJ00,11.2,2094.0,1528.0
464,300006,10000 ,2000JJ00,12.3,2394.0,1756.0
465,300006,10000 ,2001JJ00,12.0,2346.0,1674.0
466,300006,10000 ,2002JJ00,11.9,2408.0,1688.0
467,300006,10000 ,2003JJ00,12.7,2384.0,1689.0
468,300006,10000 ,2004JJ00,11.6,2659.0,1963.0
469,300006,10000 ,2005JJ00,12.7,2753.0,2054.0
470,300006,10000 ,2006JJ00,12.7,3204.0,2442.0
471,300006,10000 ,2007JJ00,12.7,3456.0,2648.0
472,300006,10000 ,2008JJ00,13.5,3697.0,2796.0
473,300006,10000 ,2009JJ00,14.1,3309.0,2395.0
474,300006,10000 ,2010JJ00,14.9,4763.0,3728.0
475,300006,10000 ,2011JJ00,15.3,5072.0,3975.0
476,300006,10100 ,1995JJ00,6.2,1733.0,1482.0
477,300006,10100 ,1996JJ00,6.4,1690.0,1434.0
478,300006,10100 ,1997JJ00,6.7,1536.0,1273.0
479,300006,10100 ,1998JJ00,6.6,1617.0,1336.0
480,300006,10100 ,1999JJ00,7.1,1658.0,1358.0
481,300006,10100 ,2000JJ00,7.4,1894.0,1564.0
482,300006,10100 ,2001JJ00,7.3,1842.0,1483.0
483,300006,10100 ,2002JJ00,6.9,1868.0,1490.0
484,300006,10100 ,2003JJ00,6.7,1781.0,1451.0
485,300006,10100 ,2004JJ00,6.8,2108.0,1753.0
486,300006,10100 ,2005JJ00,6.8,2170.0,1821.0
487,300006,10100 ,2006JJ00,7.3,2621.0,2210.0
488,300006,10100 ,2007JJ00,7.4,2812.0,2392.0
489,300006,10100 ,2008JJ00,7.1,2946.0,2506.0
490,300006,10100 ,2009JJ00,6.9,2525.0,2094.0
491,300006,10100 ,2010JJ00,7.4,3922.0,3374.0
492,300006,10100 ,2011JJ00,7.6,4221.0,3624.0
