ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,ClouddienstenGebruikt_1,EMail_2,OfficeSoftware_3,OpslagDatabases_4,BestandenOpslaan_5,BoekhoudingSoftware_6,ERPSoftware_7,KlantbeheerSoftware_8,Veiligheidssoftware_9,Rekenkracht_10,Rekenplatform_11,BestandenOfDatabasesOpslag_12,Antivirussoftware_13,BeleidVoorSterkeWachtwoorden_14,BiometrischeMethoden_15,AuthenticatieViaSoftOfHardwaretoken_16,EncryptieVanData_17,GegevensOpAndereFysiekeLocatie_18,NetworkAccessControl_19,VPNInternetgebruikBuitenHetBedrijf_20,LogbestandenVoorAnalyseIncidenten_21,MethodesVoorBeoordelenICTVeiligheid_22,Risicoanalyses_23,ICTVeiligheidVolgEnDetectiesysteem_24,IncidentMetInterneOorzaakGehad_25,IncidentDoorAanvalVanBuitenGehad_26,UitvalICTDienstDoorVeiligheidsinc_27,VernietigingDataDoorVeiligheidsinc_28,OnthullingDoorInternIncident_29,UitvalICTDienstDoorAanvalBuitenaf_30,VernietigingDataAanvalVanBuitenaf_31,OnthullingGegevensDoorICTInbraak_32,KostenIncidentInternGehad_33,KostenIncidentAanvalBuitenafGehad_34,UitvalICTDienstDoorVeiligheidsinc_35,VernietigingDataDoorVeiligheidsinc_36,OnthullingDoorInternIncident_37,UitvalICTDienstDoorAanvalBuitenaf_38,VernietigingDataAanvalBuitenaf_39,OnthullingDoorICTInbraak_40,Kosten1VanDeTotaleOmzet_41,Kosten1Tot2VanDeTotaleOmzet_42,Kosten2Tot5VanDeTotaleOmzet_43,Kosten5Tot10VanDeTotaleOmzet_44,Kosten10Tot50VanDeTotaleOmzet_45,Kosten50VanDeTotaleOmzet_46,Kosten1VanDeTotaleOmzet_47,Kosten1Tot2VanDeTotaleOmzet_48,Kosten2Tot5VanDeTotaleOmzet_49,Kosten5Tot10VanDeTotaleOmzet_50,Kosten10Tot50VanDeTotaleOmzet_51,Kosten50VanDeTotaleOmzet_52,RansomwareAanvalGehad_53,LosgeldBetaald_54,BetalingLosgeldZinvol_55,AndereKostenRansomwareAanvalGehad_56,k_1VanDeTotaleOmzet_57,k_1Tot2VanDeTotaleOmzet_58,k_2Tot5VanDeTotaleOmzet_59,k_5Tot10VanDeTotaleOmzet_60,k_10Tot50VanDeTotaleOmzet_61,k_50VanDeTotaleOmzet_62,Kosten1VanDeTotaleOmzet_63,Kosten1Tot2VanDeTotaleOmzet_64,Kosten2Tot5VanDeTotaleOmzet_65,Kosten5Tot10VanDeTotaleOmzet_66,Kosten10Tot50VanDeTotaleOmzet_67,Kosten50VanDeTotaleOmzet_68,Politie_69,Cybersecurity_70,VerzekeringICTVeiligheidsincidenten_71,GezochtNaarMeldingenCyberdreigingen_72,BekendMetDTC_73,DTCWebsiteAlsBronGebruikt_74
30,WP19090,800036,,,,,,,,,,,9.0,,98,,,,,,,,,,,,,6.0,,1.0,0.0,5.0,0,1.0,2.0,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,11.0,14.0,
31,WP19090,350000,51.0,43.0,34.0,34.0,40.0,34.0,14.0,16.0,33.0,12.0,4.0,44.0,95,73.0,17.0,60.0,32.0,81.0,68.0,52.0,50.0,38.0,37.0,23.0,22.0,10.0,21.0,3.0,1.0,5.0,2,4.0,6.0,3.0,6.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,24.0,4.0,11.0,4.0
32,WP19090,354200,63.0,55.0,48.0,51.0,54.0,44.0,28.0,30.0,40.0,17.0,17.0,58.0,95,84.0,24.0,71.0,47.0,89.0,74.0,57.0,61.0,49.0,54.0,35.0,23.0,9.0,22.0,2.0,2.0,7.0,2,2.0,6.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,31.0,10.0,14.0,5.0
33,WP19090,383100,53.0,45.0,38.0,33.0,41.0,39.0,19.0,16.0,38.0,12.0,8.0,44.0,93,75.0,22.0,61.0,37.0,77.0,53.0,42.0,45.0,36.0,39.0,26.0,19.0,8.0,18.0,2.0,1.0,6.0,3,4.0,5.0,3.0,4.0,,0.0,2.0,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,20.0,8.0,12.0,4.0
34,WP19090,389100,43.0,35.0,30.0,22.0,31.0,37.0,8.0,13.0,24.0,4.0,2.0,33.0,88,69.0,19.0,53.0,29.0,61.0,41.0,20.0,22.0,17.0,17.0,11.0,12.0,3.0,11.0,1.0,0.0,2.0,1,1.0,3.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14.0,2.0,7.0,2.0
35,WP19090,391600,86.0,77.0,75.0,75.0,78.0,70.0,37.0,57.0,63.0,47.0,53.0,82.0,95,95.0,46.0,92.0,82.0,94.0,88.0,74.0,86.0,72.0,73.0,57.0,24.0,10.0,23.0,2.0,4.0,7.0,1,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,53.0,35.0,35.0,17.0
36,WP19090,396300,,,,,,,,,,,,,87,,,82.0,,86.0,84.0,,,,,,,10.0,,2.0,6.0,8.0,0,3.0,5.0,3.0,5.0,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,28.0,25.0,
37,WP19090,402000,,70.0,,,,,,,,,,,96,94.0,,88.0,,91.0,,,,,,,,,,3.0,7.0,10.0,11,7.0,9.0,12.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,
38,WP19090,403300,81.0,71.0,65.0,66.0,71.0,62.0,30.0,46.0,59.0,28.0,23.0,76.0,97,90.0,33.0,82.0,60.0,94.0,87.0,66.0,74.0,56.0,58.0,42.0,28.0,8.0,24.0,4.0,4.0,6.0,2,2.0,7.0,3.0,7.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,42.0,18.0,18.0,9.0
39,WP19090,410200,53.0,47.0,39.0,39.0,46.0,42.0,17.0,26.0,40.0,10.0,12.0,47.0,91,80.0,25.0,66.0,43.0,82.0,62.0,41.0,47.0,39.0,38.0,30.0,17.0,6.0,16.0,2.0,2.0,3.0,1,3.0,3.0,2.0,2.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,27.0,8.0,12.0,5.0
40,WP19090,422400,62.0,52.0,48.0,46.0,52.0,48.0,13.0,35.0,42.0,13.0,6.0,55.0,95,84.0,22.0,82.0,65.0,87.0,71.0,47.0,61.0,43.0,56.0,30.0,27.0,5.0,24.0,3.0,4.0,3.0,1,2.0,4.0,1.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,37.0,8.0,18.0,7.0
41,WP19090,332915,86.0,77.0,75.0,76.0,78.0,68.0,41.0,59.0,65.0,47.0,52.0,82.0,95,97.0,45.0,92.0,83.0,95.0,89.0,75.0,86.0,72.0,73.0,56.0,26.0,9.0,25.0,3.0,5.0,7.0,2,2.0,5.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,53.0,34.0,37.0,16.0
42,WP19097,399907,75.0,66.0,62.0,56.0,62.0,47.0,33.0,39.0,54.0,29.0,28.0,66.0,98,93.0,36.0,87.0,67.0,94.0,89.0,78.0,82.0,72.0,71.0,54.0,32.0,11.0,29.0,3.0,5.0,7.0,2,5.0,8.0,3.0,8.0,1.0,1.0,2.0,1.0,1.0,85.0,7.0,5.0,1.0,1.0,0.0,94.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,43.0,16.0,,17.0,0.0,0.0,0.0,81.0,8.0,4.0,2.0,6.0,0.0,34.0,54.0,38.0,29.0,30.0,14.0
43,WP19097,307500,72.0,60.0,56.0,46.0,55.0,33.0,25.0,30.0,48.0,22.0,18.0,59.0,100,95.0,32.0,86.0,68.0,97.0,92.0,88.0,87.0,76.0,74.0,58.0,34.0,8.0,32.0,5.0,2.0,5.0,2,3.0,10.0,2.0,9.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,34.0,31.0,32.0,14.0
44,WP19097,800036,,,,,,,,,,,,,100,96.0,,94.0,,99.0,97.0,,90.0,,,,,13.0,,3.0,2.0,7.0,1,6.0,6.0,1.0,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
45,WP19097,350000,71.0,59.0,55.0,46.0,51.0,34.0,29.0,22.0,48.0,16.0,15.0,56.0,99,93.0,30.0,87.0,55.0,95.0,91.0,77.0,85.0,76.0,65.0,47.0,38.0,12.0,36.0,2.0,3.0,8.0,2,6.0,10.0,4.0,10.0,0.0,0.0,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,23.0,20.0,30.0,14.0
46,WP19097,354200,75.0,65.0,60.0,54.0,62.0,39.0,30.0,35.0,50.0,30.0,32.0,66.0,98,94.0,34.0,85.0,65.0,93.0,89.0,82.0,83.0,72.0,73.0,58.0,32.0,12.0,30.0,4.0,3.0,8.0,2,4.0,7.0,3.0,7.0,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,36.0,28.0,28.0,12.0
47,WP19097,383100,70.0,59.0,48.0,49.0,51.0,43.0,31.0,31.0,46.0,22.0,23.0,57.0,99,88.0,28.0,84.0,57.0,97.0,87.0,80.0,84.0,72.0,71.0,54.0,31.0,10.0,29.0,3.0,3.0,8.0,1,2.0,8.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,38.0,27.0,30.0,14.0
48,WP19097,389100,67.0,61.0,53.0,50.0,59.0,51.0,32.0,32.0,50.0,19.0,20.0,60.0,99,85.0,34.0,85.0,50.0,88.0,81.0,61.0,71.0,62.0,57.0,40.0,23.0,8.0,21.0,2.0,2.0,8.0,2,2.0,8.0,2.0,8.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,37.0,10.0,14.0,3.0
49,WP19097,391600,90.0,82.0,81.0,80.0,83.0,67.0,55.0,66.0,75.0,56.0,61.0,86.0,98,98.0,59.0,96.0,88.0,95.0,94.0,88.0,93.0,85.0,88.0,74.0,31.0,15.0,28.0,3.0,7.0,10.0,4,5.0,8.0,5.0,7.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,63.0,52.0,42.0,23.0
50,WP19097,396300,91.0,82.0,77.0,,75.0,56.0,,,,,,79.0,100,99.0,,96.0,95.0,100.0,94.0,93.0,97.0,95.0,95.0,83.0,43.0,15.0,,0.0,21.0,11.0,4,9.0,6.0,4.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
51,WP19097,402000,99.0,,,88.0,87.0,,,,,,,91.0,100,96.0,,100.0,,100.0,94.0,,96.0,92.0,,,,,,1.0,,,7,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,WP19097,403300,87.0,78.0,77.0,70.0,77.0,66.0,52.0,57.0,69.0,45.0,42.0,79.0,99,95.0,45.0,95.0,83.0,96.0,94.0,82.0,88.0,81.0,81.0,68.0,36.0,13.0,29.0,6.0,11.0,6.0,3,8.0,10.0,4.0,9.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,54.0,41.0,42.0,21.0
53,WP19097,410200,66.0,58.0,55.0,53.0,58.0,52.0,30.0,42.0,49.0,22.0,19.0,60.0,96,86.0,30.0,77.0,54.0,88.0,79.0,53.0,62.0,51.0,51.0,34.0,24.0,8.0,21.0,2.0,4.0,6.0,2,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,30.0,15.0,19.0,7.0
54,WP19097,422400,78.0,72.0,71.0,64.0,68.0,67.0,31.0,47.0,61.0,26.0,21.0,71.0,98,93.0,36.0,90.0,77.0,92.0,87.0,64.0,75.0,60.0,67.0,41.0,36.0,15.0,31.0,2.0,14.0,6.0,0,11.0,12.0,4.0,12.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,35.0,22.0,26.0,
55,WP19097,332915,89.0,81.0,80.0,77.0,82.0,65.0,53.0,63.0,69.0,54.0,60.0,85.0,98,97.0,60.0,96.0,90.0,94.0,95.0,89.0,94.0,87.0,91.0,77.0,32.0,16.0,29.0,3.0,7.0,10.0,4,5.0,8.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,60.0,50.0,40.0,21.0
56,WP19107,399907,90.0,79.0,78.0,73.0,79.0,55.0,46.0,54.0,67.0,50.0,46.0,82.0,99,97.0,49.0,96.0,89.0,97.0,91.0,85.0,92.0,87.0,86.0,73.0,46.0,19.0,40.0,5.0,18.0,9.0,3,11.0,14.0,5.0,13.0,2.0,2.0,3.0,2.0,3.0,84.0,11.0,1.0,4.0,0.0,0.0,95.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,41.0,,0.0,0.0,0.0,0.0,0.0,69.0,10.0,8.0,13.0,0.0,0.0,41.0,60.0,44.0,54.0,54.0,33.0
57,WP19107,307500,91.0,79.0,79.0,67.0,77.0,40.0,34.0,50.0,64.0,40.0,35.0,80.0,99,99.0,46.0,94.0,93.0,98.0,92.0,92.0,92.0,92.0,89.0,81.0,42.0,17.0,37.0,9.0,12.0,8.0,5,11.0,14.0,5.0,13.0,,1.0,3.0,2.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,46.0,58.0,53.0,32.0
58,WP19107,800036,,,,,,,,,,,,,100,100.0,,92.0,,100.0,,97.0,93.0,,,,,,,2.0,,,2,6.0,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
59,WP19107,350000,84.0,73.0,75.0,65.0,76.0,,,,63.0,,,77.0,100,98.0,,96.0,89.0,100.0,94.0,94.0,96.0,95.0,91.0,81.0,,22.0,,2.0,6.0,10.0,6,8.0,10.0,4.0,10.0,0.0,0.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,44.0,,,
60,WP19107,354200,90.0,77.0,78.0,73.0,79.0,47.0,37.0,51.0,63.0,54.0,54.0,82.0,99,98.0,45.0,95.0,88.0,97.0,90.0,92.0,92.0,90.0,88.0,79.0,35.0,16.0,32.0,5.0,9.0,9.0,4,7.0,13.0,7.0,13.0,,2.0,4.0,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,43.0,50.0,52.0,31.0
61,WP19107,383100,85.0,76.0,75.0,60.0,74.0,45.0,36.0,42.0,51.0,47.0,45.0,76.0,99,99.0,45.0,96.0,81.0,99.0,90.0,93.0,93.0,87.0,90.0,75.0,39.0,16.0,37.0,6.0,9.0,12.0,5,6.0,11.0,7.0,11.0,,3.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,33.0,60.0,54.0,
62,WP19107,389100,97.0,,,,87.0,,,,,,,87.0,100,95.0,,94.0,,100.0,94.0,,91.0,,,,,9.0,,5.0,10.0,3.0,0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
63,WP19107,391600,86.0,78.0,79.0,75.0,83.0,59.0,63.0,71.0,73.0,69.0,71.0,85.0,100,100.0,64.0,99.0,96.0,98.0,95.0,93.0,99.0,95.0,94.0,83.0,,28.0,,1.0,8.0,22.0,4,10.0,9.0,12.0,9.0,0.0,2.0,,,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,63.0,65.0,59.0,
64,WP19107,396300,90.0,,83.0,,,,,,,,,85.0,97,97.0,,97.0,97.0,97.0,97.0,97.0,97.0,94.0,97.0,92.0,,,,3.0,,,0,8.0,,5.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
65,WP19107,402000,100.0,,,100.0,100.0,,,,,,,100.0,100,100.0,,100.0,,100.0,100.0,,,100.0,,,,,,,,,0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
66,WP19107,403300,93.0,84.0,78.0,85.0,87.0,60.0,55.0,60.0,72.0,70.0,62.0,91.0,99,98.0,63.0,97.0,95.0,99.0,93.0,93.0,96.0,95.0,94.0,87.0,48.0,21.0,38.0,7.0,23.0,10.0,3,11.0,13.0,7.0,12.0,1.0,3.0,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,57.0,71.0,72.0,50.0
67,WP19107,410200,80.0,73.0,69.0,67.0,70.0,57.0,44.0,55.0,63.0,37.0,35.0,73.0,97,93.0,43.0,91.0,70.0,93.0,87.0,69.0,81.0,70.0,69.0,54.0,36.0,11.0,30.0,2.0,10.0,6.0,2,7.0,7.0,3.0,7.0,0.0,1.0,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,38.0,28.0,32.0,18.0
68,WP19107,422400,97.0,83.0,83.0,82.0,83.0,75.0,60.0,54.0,75.0,54.0,43.0,88.0,99,98.0,51.0,98.0,96.0,97.0,92.0,76.0,93.0,87.0,85.0,65.0,64.0,25.0,52.0,6.0,39.0,8.0,2,19.0,20.0,5.0,18.0,2.0,5.0,2.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,39.0,58.0,62.0,37.0
69,WP19107,332915,86.0,77.0,79.0,75.0,82.0,56.0,59.0,72.0,71.0,67.0,67.0,84.0,100,100.0,68.0,96.0,97.0,97.0,96.0,94.0,97.0,95.0,96.0,87.0,38.0,20.0,35.0,5.0,8.0,16.0,6,11.0,11.0,9.0,10.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,64.0,68.0,59.0,
