ID,ConsumptieveBestedingen,Perioden,Indexcijfer_1,Volumemutaties_2,VolumemutatiesKoopdaggecorrigeerd_3,Indexcijfers_4,Waardemutaties_5,Prijsmutaties_6
1636,A047825,2018MM03,97.0,6.0,5.5,91.0,5.7,-0.3
1637,A047825,2018KW01,92.6,6.9,6.4,86.0,7.0,0.1
1638,A047825,2018MM04,88.0,7.2,9.3,85.1,6.8,-0.4
1639,A047825,2018MM05,93.8,6.4,6.1,90.0,5.4,-0.9
1640,A047825,2018MM06,98.4,7.3,5.5,94.2,7.4,0.0
1641,A047825,2018KW02,93.4,7.0,6.9,89.8,6.5,-0.4
1642,A047825,2018MM07,92.9,3.6,4.5,87.9,4.8,1.2
1643,A047825,2018MM08,87.6,8.4,7.8,82.5,8.0,-0.3
1644,A047825,2018MM09,90.4,2.3,4.3,85.0,1.8,-0.5
1645,A047825,2018KW03,90.3,4.6,5.5,85.1,4.8,0.1
1646,A047825,2018MM10,87.1,5.2,3.2,83.0,5.4,0.2
1647,A047825,2018MM11,89.3,5.1,5.0,85.4,5.0,0.0
1648,A047825,2018MM12,89.0,2.0,3.5,85.1,2.8,0.8
1649,A047825,2018KW04,88.4,4.1,3.9,84.5,4.4,0.3
1650,A047825,2019MM01,98.3,-1.6,-2.9,91.3,-0.9,0.7
1651,A047825,2019MM02,83.1,2.9,2.9,78.3,4.6,1.6
1652,A047825,2019MM03,98.9,2.0,3.8,93.3,2.6,0.7
1653,A047825,2019KW01,93.4,1.0,1.1,87.6,1.9,1.0
1654,A047825,2019MM04,90.5,2.9,0.7,87.6,2.9,0.1
1655,A047825,2019MM05,98.5,5.0,3.3,95.0,5.6,0.6
1656,A047825,2019MM06,98.3,-0.2,3.0,94.1,-0.1,0.1
1657,A047825,2019KW02,95.8,2.5,2.4,92.2,2.8,0.2
1658,A047825,2019MM07,95.4,2.7,0.8,90.5,3.0,0.3
1659,A047825,2019MM08,87.9,0.3,-0.1,84.6,2.6,2.3
1660,A047825,2019MM09,92.2,2.1,4.1,87.8,3.3,1.2
1661,A047825,2019KW03,91.8,1.7,1.6,87.6,3.0,1.2
1662,A047825,2019MM10,92.1,5.8,4.4,88.6,6.7,0.9
1663,A047825,2019MM11,92.7,3.8,3.2,89.9,5.2,1.3
1664,A047825,2019MM12,96.2,8.0,9.0,92.9,9.2,1.1
1665,A047825,2019KW04,93.7,5.9,5.6,90.5,7.0,1.1
1666,A047825,2020MM01,101.5,3.3,2.6,96.0,5.2,1.8
1667,A047825,2020MM02,88.6,6.6,2.0,84.3,7.6,1.0
1668,A047825,2020MM03,89.2,-9.8,-7.7,84.9,-9.0,0.9
1669,A047825,2020KW01,93.1,-0.4,-1.2,88.4,0.9,1.2
1670,A047825,2020MM04,77.6,-14.2,-15.1,76.2,-13.0,1.5
1671,A047825,2020MM05,94.7,-3.9,-2.6,93.1,-2.0,1.9
1672,A047825,2020MM06,101.8,3.7,4.1,100.0,6.3,2.6
1673,A047825,2020KW02,91.4,-4.6,-4.2,89.8,-2.7,2.0
1674,A047825,2020MM07,107.2,12.4,10.3,104.0,14.9,2.3
1675,A047825,2020MM08,92.2,4.9,8.4,89.5,5.8,0.8
1676,A047825,2020MM09,98.4,6.7,3.7,95.3,8.6,1.7
1677,A047825,2020KW03,99.2,8.1,7.5,96.3,9.9,1.6
1678,A047825,2020MM10,96.7,5.0,3.9,95.0,7.2,2.1
1679,A047825,2020MM11,95.8,3.4,7.4,94.0,4.7,1.2
1680,A047825,2020MM12,86.8,-9.7,-13.3,85.4,-8.1,1.7
1681,A047825,2020KW04,93.1,-0.6,-0.8,91.5,1.1,1.7
1682,A047825,2020JJ00,94.2,0.6,0.3,91.5,2.2,1.6
1683,A047825,2021MM01,78.9,-22.3,-21.1,78.3,-18.5,4.9
1684,A047825,2021MM02,73.4,-17.1,-13.4,72.7,-13.7,4.1
1685,A047825,2021MM03,101.3,13.6,11.4,100.0,17.8,3.7
1686,A047825,2021KW01,84.5,-9.2,-8.4,83.7,-5.4,4.2
1687,A047825,2021MM04,94.4,21.6,21.5,95.1,24.8,2.7
1688,A047825,2021MM05,114.0,20.4,23.6,114.3,22.8,2.0
1689,A047825,2021MM06,116.7,14.6,11.7,117.3,17.3,2.4
1690,A047825,2021KW02,108.4,18.6,18.6,108.9,21.3,2.3
1691,A047825,2021MM07,112.2,4.7,4.2,110.8,6.5,1.8
1692,A047825,2021MM08,97.8,6.1,7.1,97.2,8.6,2.3
1693,A047825,2021MM09,105.1,6.8,6.4,104.5,9.7,2.7
1694,A047825,2021KW03,105.0,5.8,5.8,104.2,8.2,2.3
1695,A047825,2021MM10,105.5,9.1,11.1,106.4,12.0,2.7
1696,A047825,2021MM11,104.6,9.2,7.6,105.9,12.6,3.1
1697,A047825,2021MM12,96.1,10.6,8.8,97.4,14.1,3.1
1698,A047825,2021KW04,102.1,9.6,9.2,103.2,12.9,3.0
1699,A047825,2021JJ00,100.0,6.1,6.3,100.0,9.3,3.0
1700,A047825,2022MM01,102.1,29.5,29.7,105.0,34.2,3.6
1701,A047825,2022MM02,95.3,29.9,29.9,98.9,36.1,4.8
1702,A047825,2022MM03,112.0,10.6,9.6,118.1,18.1,6.8
1703,A047825,2022KW01,103.2,22.1,21.8,107.4,28.3,5.1
1704,A047825,2022MM04,102.1,8.1,7.7,108.4,13.9,5.4
1705,A047825,2022MM05,105.1,-7.8,-7.5,111.4,-2.6,5.7
1706,A047825,2022MM06,108.0,-7.5,-7.4,114.4,-2.5,5.4
1707,A047825,2022KW02,105.0,-3.1,-3.0,111.4,2.3,5.5
1708,A047825,2022MM07,106.7,-4.9,-4.0,110.3,-0.5,4.6
1709,A047825,2022MM08,95.5,-2.3,-5.6,100.0,3.0,5.4
1710,A047825,2022MM09,98.9,-5.9,-3.7,108.1,3.4,9.8
1711,A047825,2022KW03,100.4,-4.4,-4.4,106.1,1.9,6.6
1712,A047825,2022MM10,96.8,-8.2,-6.7,106.7,0.3,9.3
1713,A047825,2022MM11,102.0,-2.5,-3.6,111.3,5.1,7.8
1714,A047825,2022MM12,103.2,7.4,7.0,114.3,17.3,9.2
1715,A047825,2022KW04,100.7,-1.4,-1.3,110.8,7.3,8.8
1716,A047825,2022JJ00,102.3,2.3,2.3,108.9,8.9,6.5
1717,A047825,2023MM01,109.2,6.9,7.5,119.5,13.8,6.5
1718,A047825,2023MM02,94.3,-1.0,-1.0,105.6,6.7,7.8
1719,A047825,2023MM03,110.6,-1.3,-1.9,125.7,6.4,7.8
1720,A047825,2023KW01,104.7,1.5,1.5,116.9,8.9,7.3
1721,A047825,2023MM04,101.2,-0.9,1.0,113.9,5.1,6.0
1722,A047825,2023MM05,103.8,-1.2,-2.0,117.6,5.6,6.8
1723,A047825,2023MM06,112.1,3.8,2.6,124.2,8.5,4.6
1724,A047825,2023KW02,105.7,0.6,0.6,118.6,6.4,5.8
1725,A047825,2023MM07,101.3,-5.0,-3.6,110.1,-0.2,5.1
1726,A047825,2023MM08,99.1,3.8,2.4,109.8,9.7,5.8
1727,A047825,2023MM09,100.1,1.2,0.6,112.8,4.4,3.2
1728,A047825,2023KW03,100.2,-0.2,-0.3,110.9,4.5,4.7
1729,A047825,2023MM10,100.0,3.3,4.3,114.9,7.7,4.2
1730,A047825,2023MM11,102.6,0.6,0.2,115.7,3.9,3.3
1731,A047825,2023MM12,103.7,0.6,3.4,117.2,2.6,2.0
1732,A047825,2023KW04,102.1,1.5,2.6,116.0,4.7,3.2
1733,A047825,2023JJ00,103.2,0.8,1.1,115.6,6.1,5.2
1734,A047825,2024MM01,109.8,0.6,-0.1,121.1,1.3,0.7
1735,A047825,2024MM02,99.7,5.7,1.7,111.8,5.9,0.2
1736,A047825,2024MM03,114.6,3.6,4.9,130.4,3.8,0.2
1737,A047825,2024KW01,108.0,3.2,2.2,121.1,3.6,0.4
1738,A047825,2024MM04,103.9,2.7,2.6,116.5,2.3,-0.4
1739,A047825,2024MM05,107.9,4.0,2.1,120.5,2.5,-1.4
1740,A047825,2024MM06,109.0,-2.7,-1.4,121.2,-2.4,0.3
1741,A047825,2024KW02,106.9,1.2,1.0,119.4,0.7,-0.5
1742,A047825,2024MM07,106.1,4.8,3.8,114.3,3.8,-0.9
1743,A047825,2024MM08,103.7,4.6,3.7,113.5,3.4,-1.2
1744,A047825,2024MM09,103.2,3.1,7.0,116.9,3.7,0.6
1745,A047825,2024KW03,104.3,4.2,4.8,114.9,3.7,-0.5
1746,A047825,2024MM10,104.0,3.9,0.8,120.2,4.6,0.6
1747,A047825,2024MM11,104.7,2.0,1.3,120.1,3.8,1.7
1748,A047825,2024MM12,108.5,4.6,7.0,122.7,4.7,0.1
1749,A047825,2024KW04,105.7,3.5,3.1,121.0,4.3,0.8
1750,A047825,2024JJ00,106.3,3.0,2.8,119.1,3.0,0.0
1751,A047825,2025MM01,113.7,3.5,1.7,124.8,3.1,-0.4
1752,A047825,2025MM02,99.6,-0.1,3.8,112.0,0.2,0.3
1753,A047825,2025MM03,115.4,0.7,2.2,133.7,2.5,1.8
1754,A047825,2025KW01,109.5,1.4,2.5,123.5,2.0,0.6
1755,A047825,2025MM04,107.1,3.1,1.6,121.3,4.1,1.0
1756,A047825,2025MM05,110.4,2.3,0.8,124.5,3.3,1.1
1757,A047825,2025MM06,109.9,0.8,3.8,122.0,0.7,-0.1
1758,A047825,2025KW02,109.1,2.0,2.1,122.6,2.7,0.6
1759,A047825,2025MM07,110.9,4.5,3.2,119.8,4.9,0.3
1760,A047825,2025MM08,104.7,0.9,2.6,116.1,2.3,1.3
1761,A047825,2025MM09,105.7,2.5,1.0,121.2,3.6,1.1
1762,A047825,2025KW03,107.1,2.7,2.3,119.1,3.6,0.9
1763,A047825,2025MM10,107.1,3.1,2.5,123.3,2.6,-0.4
1764,A047825,2025MM11,104.7,0.0,1.9,120.1,0.0,0.0
1765,A047825,2025MM12,110.9,2.2,0.4,125.4,2.2,0.0
1766,A047825,2025KW04,107.6,1.7,1.6,122.9,1.6,-0.1
1767,A047825,2025JJ00,108.3,2.0,2.1,122.0,2.5,0.5
1768,A047826,2000JJ00,78.7,4.5,,71.3,5.1,0.5
1769,A047826,2001JJ00,79.5,0.9,,74.9,5.1,4.1
1770,A047826,2002JJ00,79.7,0.3,,77.0,2.8,2.5
1771,A047826,2003JJ00,77.9,-2.3,,73.8,-4.2,-1.9
1772,A047826,2004JJ00,78.3,0.5,,73.3,-0.6,-1.2
1773,A047826,2005JJ00,78.5,0.3,,72.9,-0.6,-0.8
1774,A047826,2006JJ00,84.3,7.4,,78.5,7.7,0.2
1775,A047826,2007JJ00,88.5,4.9,,83.2,6.0,1.0
1776,A047826,2008JJ00,88.6,0.1,,83.1,-0.1,-0.2
1777,A047826,2009JJ00,87.1,-1.7,,81.0,-2.5,-0.8
1778,A047826,2010JJ00,88.7,1.8,,82.8,2.1,0.3
1779,A047826,2011JJ00,89.5,0.9,,84.7,2.3,1.4
1780,A047826,2012JJ00,88.6,-1.0,,84.4,-0.4,0.7
1781,A047826,2013JJ00,88.2,-0.5,,84.7,0.3,0.8
1782,A047826,2014JJ00,92.6,5.0,,88.4,4.4,-0.5
1783,A047826,2015JJ00,97.9,5.7,,92.6,4.8,-0.9
1784,A047826,2016JJ00,98.1,0.2,,93.5,1.0,0.8
1785,A047826,2017JJ00,101.8,3.8,,97.3,4.1,0.3
1786,A047826,2018JJ00,102.5,0.7,,98.0,0.6,-0.1
1787,A047826,2019JJ00,103.9,1.4,,101.1,3.2,1.8
1788,A047826,2000MM01,80.5,2.5,,62.9,2.5,0.0
1789,A047826,2000MM02,68.1,15.2,,56.2,13.7,-1.3
1790,A047826,2000MM03,80.4,-0.7,,72.9,0.3,1.0
1791,A047826,2000KW01,76.3,4.7,,64.0,4.7,-0.1
1792,A047826,2000MM04,76.8,3.2,,68.6,5.0,1.8
1793,A047826,2000MM05,82.3,7.6,,75.8,8.6,0.9
1794,A047826,2000MM06,76.7,-5.0,,64.4,-2.9,2.2
1795,A047826,2000KW02,78.6,1.8,,69.6,3.6,1.8
1796,A047826,2000MM07,78.4,2.6,,64.7,2.0,-0.7
1797,A047826,2000MM08,72.8,12.2,,60.3,7.1,-4.5
1798,A047826,2000MM09,81.7,18.0,,81.7,18.1,0.0
1799,A047826,2000KW03,77.6,10.6,,68.9,9.4,-1.1
1800,A047826,2000MM10,82.2,-1.9,,84.8,-0.1,1.9
1801,A047826,2000MM11,73.7,8.0,,76.2,9.6,1.4
1802,A047826,2000MM12,91.4,0.1,,86.8,1.5,1.4
1803,A047826,2000KW04,82.4,1.6,,82.6,3.3,1.6
1804,A047826,2001MM01,83.0,3.0,,66.9,6.3,3.2
1805,A047826,2001MM02,67.8,-0.5,,57.9,2.9,3.4
1806,A047826,2001MM03,84.3,4.9,,79.4,8.9,3.9
1807,A047826,2001KW01,78.4,2.6,,68.1,6.3,3.6
1808,A047826,2001MM04,74.0,-3.6,,68.4,-0.3,3.5
1809,A047826,2001MM05,86.0,4.6,,82.0,8.2,3.5
1810,A047826,2001MM06,81.1,5.7,,71.0,10.3,4.4
1811,A047826,2001KW02,80.4,2.3,,73.8,6.1,3.7
1812,A047826,2001MM07,75.7,-3.4,,64.8,0.1,3.7
1813,A047826,2001MM08,74.9,2.8,,64.0,6.1,3.2
1814,A047826,2001MM09,86.8,6.2,,89.7,9.8,3.5
1815,A047826,2001KW03,79.1,1.9,,72.8,5.7,3.8
1816,A047826,2001MM10,78.0,-5.0,,84.5,-0.3,5.0
1817,A047826,2001MM11,72.8,-1.2,,79.0,3.6,4.9
1818,A047826,2001MM12,89.3,-2.3,,90.9,4.7,7.2
1819,A047826,2001KW04,80.0,-2.9,,84.8,2.7,5.7
1820,A047826,2002MM01,75.7,-8.7,,66.0,-1.3,8.1
1821,A047826,2002MM02,67.0,-1.1,,60.7,5.0,6.1
1822,A047826,2002MM03,86.6,2.7,,85.2,7.2,4.4
1823,A047826,2002KW01,76.5,-2.4,,70.6,3.8,6.4
1824,A047826,2002MM04,80.3,8.6,,73.6,7.6,-0.9
1825,A047826,2002MM05,83.1,-3.4,,77.6,-5.3,-2.0
1826,A047826,2002MM06,87.6,7.9,,75.2,5.9,-1.9
1827,A047826,2002KW02,83.7,4.1,,75.5,2.3,-1.7
1828,A047826,2002MM07,74.6,-1.4,,68.2,5.3,6.9
1829,A047826,2002MM08,73.4,-1.9,,67.8,6.0,8.1
1830,A047826,2002MM09,76.6,-11.7,,85.1,-5.2,7.4
1831,A047826,2002KW03,74.9,-5.4,,73.7,1.2,6.9
1832,A047826,2002MM10,87.4,12.1,,94.9,12.2,0.1
1833,A047826,2002MM11,72.5,-0.4,,78.2,-1.0,-0.6
1834,A047826,2002MM12,91.4,2.4,,91.2,0.3,-2.0
1835,A047826,2002KW04,83.8,4.7,,88.1,3.9,-0.8
1836,A047826,2003MM01,80.3,6.0,,68.1,3.3,-2.6
1837,A047826,2003MM02,70.7,5.5,,62.6,3.0,-2.4
1838,A047826,2003MM03,82.0,-5.4,,81.3,-4.6,0.8
1839,A047826,2003KW01,77.6,1.6,,70.7,0.0,-1.5
1840,A047826,2003MM04,81.6,1.5,,73.5,-0.2,-1.7
1841,A047826,2003MM05,81.7,-1.7,,75.7,-2.4,-0.7
1842,A047826,2003MM06,83.8,-4.3,,69.3,-7.8,-3.7
1843,A047826,2003KW02,82.4,-1.6,,72.9,-3.5,-2.0
1844,A047826,2003MM07,72.3,-3.1,,64.7,-5.1,-2.2
1845,A047826,2003MM08,70.3,-4.3,,62.5,-7.9,-3.8
1846,A047826,2003MM09,72.1,-5.8,,78.5,-7.7,-2.0
1847,A047826,2003KW03,71.6,-4.4,,68.6,-7.0,-2.7
1848,A047826,2003MM10,87.5,0.0,,92.7,-2.3,-2.3
1849,A047826,2003MM11,66.6,-8.1,,71.4,-8.7,-0.6
1850,A047826,2003MM12,85.6,-6.3,,85.0,-6.8,-0.5
1851,A047826,2003KW04,79.9,-4.6,,83.0,-5.7,-1.2
1852,A047826,2004MM01,81.2,1.1,,66.9,-1.9,-3.0
1853,A047826,2004MM02,65.3,-7.7,,57.7,-7.8,0.0
1854,A047826,2004MM03,78.9,-3.7,,77.2,-5.1,-1.4
1855,A047826,2004KW01,75.1,-3.3,,67.2,-4.8,-1.6
1856,A047826,2004MM04,85.2,4.4,,75.4,2.7,-1.7
1857,A047826,2004MM05,82.0,0.4,,74.9,-1.1,-1.5
1858,A047826,2004MM06,87.7,4.6,,70.8,2.1,-2.4
1859,A047826,2004KW02,85.0,3.1,,73.7,1.2,-1.9
1860,A047826,2004MM07,79.1,9.4,,68.6,6.0,-3.1
1861,A047826,2004MM08,70.5,0.3,,63.1,1.1,0.8
1862,A047826,2004MM09,74.0,2.6,,81.0,3.2,0.6
1863,A047826,2004KW03,74.5,4.1,,70.9,3.4,-0.7
1864,A047826,2004MM10,81.0,-7.4,,87.5,-5.6,1.9
1865,A047826,2004MM11,64.4,-3.3,,69.5,-2.7,0.7
1866,A047826,2004MM12,90.4,5.6,,87.3,2.7,-2.7
1867,A047826,2004KW04,78.6,-1.6,,81.4,-1.9,-0.3
1868,A047826,2005MM01,77.9,-4.0,,62.7,-6.3,-2.3
1869,A047826,2005MM02,63.0,-3.4,,54.8,-5.0,-1.6
1870,A047826,2005MM03,82.4,4.5,,79.0,2.4,-2.0
1871,A047826,2005KW01,74.5,-0.9,,65.5,-2.6,-1.7
1872,A047826,2005MM04,78.7,-7.6,,69.3,-8.2,-0.6
1873,A047826,2005MM05,74.3,-9.4,,67.0,-10.5,-1.2
1874,A047826,2005MM06,88.7,1.2,,70.7,-0.1,-1.2
1875,A047826,2005KW02,80.6,-5.2,,69.0,-6.4,-1.3
1876,A047826,2005MM07,77.4,-2.2,,67.1,-2.2,0.0
1877,A047826,2005MM08,75.6,7.3,,65.2,3.2,-3.7
1878,A047826,2005MM09,73.4,-0.8,,80.0,-1.2,-0.3
1879,A047826,2005KW03,75.4,1.2,,70.8,-0.2,-1.4
1880,A047826,2005MM10,82.9,2.4,,88.8,1.4,-0.9
1881,A047826,2005MM11,71.0,10.2,,76.1,9.4,-0.7
1882,A047826,2005MM12,96.6,6.9,,94.1,7.8,0.9
1883,A047826,2005KW04,83.5,6.3,,86.3,6.0,-0.2
1884,A047826,2006MM01,83.7,7.5,,66.9,6.8,-0.7
1885,A047826,2006MM02,68.2,8.2,,58.1,6.0,-2.1
1886,A047826,2006MM03,83.1,0.8,,79.1,0.1,-0.7
1887,A047826,2006KW01,78.4,5.2,,68.1,3.9,-1.3
1888,A047826,2006MM04,84.3,7.1,,73.8,6.5,-0.6
1889,A047826,2006MM05,87.6,17.9,,78.7,17.4,-0.4
1890,A047826,2006MM06,91.2,2.8,,73.2,3.5,0.7
1891,A047826,2006KW02,87.7,8.8,,75.2,9.0,0.2
1892,A047826,2006MM07,82.5,6.7,,71.4,6.4,-0.3
1893,A047826,2006MM08,88.0,16.4,,79.6,22.1,4.9
1894,A047826,2006MM09,77.6,5.8,,85.0,6.2,0.4
1895,A047826,2006KW03,82.7,9.7,,78.7,11.1,1.4
1896,A047826,2006MM10,85.2,2.7,,91.4,3.0,0.2
1897,A047826,2006MM11,78.3,10.4,,84.5,11.0,0.6
1898,A047826,2006MM12,102.0,5.6,,100.1,6.4,0.8
1899,A047826,2006KW04,88.5,6.0,,92.0,6.6,0.6
1900,A047826,2007MM01,88.6,5.8,,71.6,7.0,1.1
1901,A047826,2007MM02,77.2,13.2,,65.3,12.3,-0.8
1902,A047826,2007MM03,95.3,14.7,,94.0,18.8,3.6
1903,A047826,2007KW01,87.1,11.1,,77.0,13.1,1.8
1904,A047826,2007MM04,92.6,9.9,,84.0,13.9,3.6
1905,A047826,2007MM05,83.6,-4.5,,76.6,-2.7,1.9
1906,A047826,2007MM06,98.0,7.5,,80.1,9.5,1.9
1907,A047826,2007KW02,91.4,4.3,,80.2,6.7,2.3
1908,A047826,2007MM07,87.0,5.4,,77.3,8.2,2.7
1909,A047826,2007MM08,85.9,-2.4,,78.3,-1.6,0.8
1910,A047826,2007MM09,86.7,11.7,,94.8,11.5,-0.2
1911,A047826,2007KW03,86.5,4.6,,83.5,6.1,1.4
1912,A047826,2007MM10,89.1,4.6,,95.7,4.7,0.1
1913,A047826,2007MM11,76.2,-2.7,,81.8,-3.1,-0.4
1914,A047826,2007MM12,101.4,-0.6,,98.9,-1.2,-0.6
1915,A047826,2007KW04,88.9,0.4,,92.1,0.2,-0.3
1916,A047826,2008MM01,91.8,3.6,,75.8,5.9,2.2
1917,A047826,2008MM02,82.6,7.0,,72.5,11.1,3.9
1918,A047826,2008MM03,85.4,-10.4,,85.2,-9.4,1.2
1919,A047826,2008KW01,86.6,-0.5,,77.9,1.2,1.7
1920,A047826,2008MM04,87.8,-5.2,,78.7,-6.3,-1.2
1921,A047826,2008MM05,96.2,15.0,,86.9,13.5,-1.4
1922,A047826,2008MM06,92.1,-6.0,,74.2,-7.4,-1.5
1923,A047826,2008KW02,92.0,0.7,,79.9,-0.4,-1.1
1924,A047826,2008MM07,89.0,2.4,,78.0,1.0,-1.4
1925,A047826,2008MM08,88.3,2.7,,79.8,1.9,-0.8
1926,A047826,2008MM09,85.6,-1.3,,93.8,-1.1,0.2
1927,A047826,2008KW03,87.6,1.3,,83.9,0.5,-0.8
1928,A047826,2008MM10,90.7,1.8,,96.7,1.1,-0.7
1929,A047826,2008MM11,75.7,-0.6,,81.0,-1.1,-0.5
1930,A047826,2008MM12,97.3,-4.0,,94.6,-4.4,-0.4
1931,A047826,2008KW04,87.9,-1.1,,90.7,-1.5,-0.4
1932,A047826,2009MM01,95.4,4.0,,75.6,-0.3,-4.1
1933,A047826,2009MM02,77.1,-6.7,,65.5,-9.8,-3.3
1934,A047826,2009MM03,81.7,-4.3,,82.3,-3.5,0.9
1935,A047826,2009KW01,84.7,-2.2,,74.4,-4.4,-2.3
1936,A047826,2009MM04,91.9,4.7,,82.5,4.8,0.1
1937,A047826,2009MM05,86.9,-9.7,,78.4,-9.8,-0.1
1938,A047826,2009MM06,91.8,-0.3,,73.5,-1.0,-0.7
1939,A047826,2009KW02,90.2,-2.0,,78.1,-2.3,-0.3
1940,A047826,2009MM07,94.1,5.6,,81.2,4.1,-1.5
1941,A047826,2009MM08,80.8,-8.4,,72.7,-8.9,-0.6
1942,A047826,2009MM09,83.0,-3.1,,90.8,-3.2,-0.1
1943,A047826,2009KW03,86.0,-1.9,,81.6,-2.7,-0.8
1944,A047826,2009MM10,92.6,2.1,,99.7,3.1,0.9
1945,A047826,2009MM11,70.2,-7.3,,75.8,-6.4,1.0
1946,A047826,2009MM12,99.5,2.2,,94.6,0.0,-2.1
1947,A047826,2009KW04,87.4,-0.5,,90.0,-0.8,-0.2
1948,A047826,2010MM01,88.3,-7.5,,71.5,-5.5,2.2
1949,A047826,2010MM02,76.2,-1.2,,64.7,-1.2,0.0
1950,A047826,2010MM03,87.4,7.0,,87.8,6.8,-0.2
1951,A047826,2010KW01,84.0,-0.9,,74.7,0.3,1.2
1952,A047826,2010MM04,88.7,-3.5,,82.6,0.1,3.8
1953,A047826,2010MM05,85.1,-2.1,,79.8,1.8,4.0
1954,A047826,2010MM06,100.3,9.2,,82.1,11.7,2.2
1955,A047826,2010KW02,91.4,1.3,,81.5,4.3,3.0
1956,A047826,2010MM07,95.7,1.7,,84.1,3.7,1.9
1957,A047826,2010MM08,88.5,9.5,,77.6,6.7,-2.5
1958,A047826,2010MM09,92.4,11.4,,99.2,9.2,-2.0
1959,A047826,2010KW03,92.2,7.3,,87.0,6.6,-0.6
1960,A047826,2010MM10,90.9,-1.8,,94.3,-5.4,-3.7
1961,A047826,2010MM11,76.0,8.2,,80.1,5.6,-2.4
1962,A047826,2010MM12,94.8,-4.7,,89.6,-5.3,-0.6
1963,A047826,2010KW04,87.2,-0.2,,88.0,-2.3,-2.0
1964,A047826,2011MM01,92.7,5.0,,78.7,10.1,4.9
1965,A047826,2011MM02,80.5,5.7,,72.4,12.0,5.9
1966,A047826,2011MM03,89.3,2.2,,94.9,8.1,5.8
1967,A047826,2011KW01,87.5,4.2,,82.0,9.8,5.4
1968,A047826,2011MM04,95.5,7.7,,91.4,10.7,2.8
1969,A047826,2011MM05,87.9,3.3,,84.6,6.0,2.6
1970,A047826,2011MM06,98.8,-1.5,,83.8,2.1,3.7
1971,A047826,2011KW02,94.0,2.9,,86.6,6.3,3.2
1972,A047826,2011MM07,98.3,2.8,,85.6,1.7,-1.0
1973,A047826,2011MM08,89.6,1.2,,78.9,1.7,0.6
1974,A047826,2011MM09,81.8,-11.5,,89.8,-9.5,2.3
1975,A047826,2011KW03,89.9,-2.5,,84.8,-2.5,0.0
1976,A047826,2011MM10,84.9,-6.7,,87.2,-7.6,-0.9
1977,A047826,2011MM11,76.5,0.7,,78.5,-1.9,-2.6
1978,A047826,2011MM12,98.2,3.6,,90.7,1.2,-2.3
1979,A047826,2011KW04,86.5,-0.8,,85.5,-2.9,-2.1
1980,A047826,2012MM01,91.9,-0.9,,78.7,0.1,0.9
1981,A047826,2012MM02,79.0,-1.9,,70.8,-2.2,-0.2
1982,A047826,2012MM03,93.5,4.7,,100.7,6.1,1.3
1983,A047826,2012KW01,88.1,0.7,,83.4,1.7,1.0
1984,A047826,2012MM04,81.3,-14.9,,80.4,-12.1,3.3
1985,A047826,2012MM05,90.4,2.9,,89.6,6.0,3.0
1986,A047826,2012MM06,98.4,-0.3,,86.0,2.7,3.1
1987,A047826,2012KW02,90.0,-4.3,,85.3,-1.4,2.9
1988,A047826,2012MM07,92.6,-5.8,,80.2,-6.4,-0.6
1989,A047826,2012MM08,87.1,-2.7,,74.9,-5.1,-2.5
1990,A047826,2012MM09,88.1,7.7,,93.5,4.1,-3.3
1991,A047826,2012KW03,89.3,-0.7,,82.8,-2.3,-1.6
1992,A047826,2012MM10,88.4,4.1,,90.3,3.6,-0.5
1993,A047826,2012MM11,74.9,-2.2,,77.2,-1.6,0.5
1994,A047826,2012MM12,97.6,-0.7,,90.5,-0.2,0.5
1995,A047826,2012KW04,86.9,0.5,,86.0,0.7,0.2
1996,A047826,2013MM01,91.6,-0.3,,79.9,1.5,1.8
1997,A047826,2013MM02,77.4,-2.0,,70.5,-0.5,1.5
1998,A047826,2013MM03,83.3,-10.9,,92.6,-8.0,3.3
1999,A047826,2013KW01,84.1,-4.6,,81.0,-2.9,1.8
2000,A047826,2013MM04,83.9,3.1,,83.3,3.7,0.5
2001,A047826,2013MM05,88.4,-2.2,,88.7,-1.0,1.2
2002,A047826,2013MM06,98.1,-0.3,,87.2,1.3,1.6
2003,A047826,2013KW02,90.1,0.1,,86.4,1.2,1.1
2004,A047826,2013MM07,93.6,1.1,,85.4,6.6,5.5
2005,A047826,2013MM08,87.5,0.4,,78.3,4.5,4.1
2006,A047826,2013MM09,85.2,-3.3,,92.0,-1.6,1.7
2007,A047826,2013KW03,88.7,-0.6,,85.2,2.9,3.5
2008,A047826,2013MM10,90.3,2.2,,89.1,-1.4,-3.5
2009,A047826,2013MM11,80.3,7.2,,79.7,3.1,-3.8
2010,A047826,2013MM12,98.5,1.0,,89.4,-1.3,-2.2
2011,A047826,2013KW04,89.7,3.2,,86.0,0.0,-3.1
2012,A047826,2014MM01,97.4,6.4,,86.3,8.0,1.5
2013,A047826,2014MM02,80.6,4.0,,73.5,4.2,0.2
2014,A047826,2014MM03,87.2,4.7,,96.5,4.2,-0.5
2015,A047826,2014KW01,88.4,5.1,,85.4,5.5,0.3
2016,A047826,2014MM04,91.7,9.3,,89.6,7.5,-1.6
2017,A047826,2014MM05,97.0,9.6,,95.6,7.8,-1.7
2018,A047826,2014MM06,97.3,-0.8,,86.6,-0.6,0.3
2019,A047826,2014KW02,95.3,5.7,,90.6,4.9,-0.8
